Geo Point;Geo Shape;NUMERO;TYPE;TYPE_TAMPON;ZSURF;Z_FE_ENTREE1
47.4964356089, -0.3194487113;"{""coordinates"": [-0.3194487113, 47.4964356089], ""type"": ""Point""}";2084351;SIMPLE;ROND;28.14;26.05
47.4967449616, -0.3194169201;"{""coordinates"": [-0.3194169201, 47.4967449616], ""type"": ""Point""}";2084348;SIMPLE;ROND;29.15;27.55
47.5766821904, -0.4919869497;"{""coordinates"": [-0.4919869497, 47.5766821904], ""type"": ""Point""}";2084343;SIMPLE;ROND;51.19;50.58
47.5768168666, -0.4919636276;"{""coordinates"": [-0.4919636276, 47.5768168666], ""type"": ""Point""}";2084339;SIMPLE;ROND;52.4;51.88
47.5770128478, -0.4917854769;"{""coordinates"": [-0.4917854769, 47.5770128478], ""type"": ""Point""}";2084337;SIMPLE;ROND;53.85;53.31
47.577080582, -0.4917099744;"{""coordinates"": [-0.4917099744, 47.577080582], ""type"": ""Point""}";2084336;SIMPLE;ROND;54.05;53.39
47.5708296675, -0.5027248114;"{""coordinates"": [-0.5027248114, 47.5708296675], ""type"": ""Point""}";2084305;SIMPLE;CARRE;39.09;38.47
47.5713980059, -0.5029735262;"{""coordinates"": [-0.5029735262, 47.5713980059], ""type"": ""Point""}";2084294;SIMPLE;CARRE;40.3;39.88
47.5716062654, -0.5028127424;"{""coordinates"": [-0.5028127424, 47.5716062654], ""type"": ""Point""}";2084293;SIMPLE;CARRE;39.95;39.23
47.5711713039, -0.5029851456;"{""coordinates"": [-0.5029851456, 47.5711713039], ""type"": ""Point""}";2084272;SIMPLE;CARRE;40.25;39.71
47.5708096678, -0.5028114299;"{""coordinates"": [-0.5028114299, 47.5708096678], ""type"": ""Point""}";2084268;SIMPLE;CARRE;39.09;38.47
47.5705151839, -0.5026619791;"{""coordinates"": [-0.5026619791, 47.5705151839], ""type"": ""Point""}";2084262;SIMPLE;CARRE;37.22;36.54
47.5703202488, -0.5025968068;"{""coordinates"": [-0.5025968068, 47.5703202488], ""type"": ""Point""}";2084254;SIMPLE;CARRE;32.89;35.09
47.5698976805, -0.5030021811;"{""coordinates"": [-0.5030021811, 47.5698976805], ""type"": ""Point""}";2084247;SIMPLE;CARRE;;
47.5697299819, -0.5033101215;"{""coordinates"": [-0.5033101215, 47.5697299819], ""type"": ""Point""}";2084244;SIMPLE;GRILLE;31.97;31.39
47.5697796797, -0.5030723403;"{""coordinates"": [-0.5030723403, 47.5697796797], ""type"": ""Point""}";2084231;SIMPLE;CARRE;32.59;31.86
47.5696751245, -0.5032544759;"{""coordinates"": [-0.5032544759, 47.5696751245], ""type"": ""Point""}";2084228;SIMPLE;CARRE;31.7;31.08
