Geo Point;Geo Shape;NUMERO;TYPE;TYPE_TAMPON;ZSURF;Z_FE_ENTREE1
47.472907198, -0.5678213547;"{""coordinates"": [-0.5678213547, 47.472907198], ""type"": ""Point""}";1551763;BORGNE;;0;0
47.4728663453, -0.5677826195;"{""coordinates"": [-0.5677826195, 47.4728663453], ""type"": ""Point""}";1551762;SIMPLE;ROND;22.86;21.33
47.473149664, -0.568244426;"{""coordinates"": [-0.568244426, 47.473149664], ""type"": ""Point""}";1551761;BORGNE;;0;0
47.4728350684, -0.5678681662;"{""coordinates"": [-0.5678681662, 47.4728350684], ""type"": ""Point""}";1551760;SIMPLE;ROND;22.74;20.8
47.4731715568, -0.5681886599;"{""coordinates"": [-0.5681886599, 47.4731715568], ""type"": ""Point""}";1551759;SIMPLE;ROND;23.5;22.08
47.47325298, -0.5684121953;"{""coordinates"": [-0.5684121953, 47.47325298], ""type"": ""Point""}";1551758;SIMPLE;ROND;23.86;21.86
47.4732592933, -0.5684730449;"{""coordinates"": [-0.5684730449, 47.4732592933], ""type"": ""Point""}";1551757;BORGNE;;0;0
47.4732940257, -0.5688088475;"{""coordinates"": [-0.5688088475, 47.4732940257], ""type"": ""Point""}";1551755;SIMPLE;ROND;24.57;22.53
47.4732184037, -0.5691230202;"{""coordinates"": [-0.5691230202, 47.4732184037], ""type"": ""Point""}";1551754;SIMPLE;ROND;24.87;22.71
47.4729869222, -0.5695564585;"{""coordinates"": [-0.5695564585, 47.4729869222], ""type"": ""Point""}";1551752;BORGNE;;0;0
47.4730272684, -0.5695911771;"{""coordinates"": [-0.5695911771, 47.4730272684], ""type"": ""Point""}";1551751;SIMPLE;ROND;25.09;23
47.4727163812, -0.5703445017;"{""coordinates"": [-0.5703445017, 47.4727163812], ""type"": ""Point""}";1551749;SIMPLE;ROND;25.6;24.02
47.4726798556, -0.5703755108;"{""coordinates"": [-0.5703755108, 47.4726798556], ""type"": ""Point""}";1551748;SIMPLE;ROND;25.62;24.88
47.4730256829, -0.5706500346;"{""coordinates"": [-0.5706500346, 47.4730256829], ""type"": ""Point""}";1551746;BORGNE;;0;0
47.4735691912, -0.5710514083;"{""coordinates"": [-0.5710514083, 47.4735691912], ""type"": ""Point""}";1551745;BORGNE;;0;0
47.4718403091, -0.5668560392;"{""coordinates"": [-0.5668560392, 47.4718403091], ""type"": ""Point""}";1551738;SIMPLE;ROND;23.1;21.07
47.4717534228, -0.5666227165;"{""coordinates"": [-0.5666227165, 47.4717534228], ""type"": ""Point""}";1551736;SIMPLE;ROND;22.8;21.19
47.4714359096, -0.5658101725;"{""coordinates"": [-0.5658101725, 47.4714359096], ""type"": ""Point""}";1551734;SIMPLE;ROND;23.32;21.65
47.4702893807, -0.5662715045;"{""coordinates"": [-0.5662715045, 47.4702893807], ""type"": ""Point""}";1551732;BORGNE;;0;0
47.4702005332, -0.5672413116;"{""coordinates"": [-0.5672413116, 47.4702005332], ""type"": ""Point""}";1551727;BORGNE;;0;0
47.4703395025, -0.5666485574;"{""coordinates"": [-0.5666485574, 47.4703395025], ""type"": ""Point""}";1551726;BORGNE;;0;0
47.4703049353, -0.5666074586;"{""coordinates"": [-0.5666074586, 47.4703049353], ""type"": ""Point""}";1551725;SIMPLE;ROND;21.23;19.64
47.4702045256, -0.5668293847;"{""coordinates"": [-0.5668293847, 47.4702045256], ""type"": ""Point""}";1551724;SIMPLE;ROND;21.1;19.55
47.4700954485, -0.5671598847;"{""coordinates"": [-0.5671598847, 47.4700954485], ""type"": ""Point""}";1551723;SIMPLE;ROND;21.23;19.83
47.470049179, -0.567605355;"{""coordinates"": [-0.567605355, 47.470049179], ""type"": ""Point""}";1551722;SIMPLE;ROND;21.48;20.22
47.4699884091, -0.567791565;"{""coordinates"": [-0.567791565, 47.4699884091], ""type"": ""Point""}";1551721;BORGNE;;0;0
47.4701100578, -0.5677944296;"{""coordinates"": [-0.5677944296, 47.4701100578], ""type"": ""Point""}";1551720;BORGNE;;0;0
47.4700637575, -0.5677921144;"{""coordinates"": [-0.5677921144, 47.4700637575], ""type"": ""Point""}";1551719;SIMPLE;ROND;21.52;20.52
47.4701178208, -0.5657739504;"{""coordinates"": [-0.5657739504, 47.4701178208], ""type"": ""Point""}";1551717;SIMPLE;ROND;15.19;0
47.4704410545, -0.5661389396;"{""coordinates"": [-0.5661389396, 47.4704410545], ""type"": ""Point""}";1551715;SIMPLE;ROND;21.42;19.71
47.470309483, -0.5663465563;"{""coordinates"": [-0.5663465563, 47.470309483], ""type"": ""Point""}";1551714;SIMPLE;ROND;21.34;20.09
47.4703722679, -0.566465244;"{""coordinates"": [-0.566465244, 47.4703722679], ""type"": ""Point""}";1551713;SIMPLE;ROND;21.13;20.09
47.4703909491, -0.5665338264;"{""coordinates"": [-0.5665338264, 47.4703909491], ""type"": ""Point""}";1551712;BORGNE;;0;0
47.4706626934, -0.5660675125;"{""coordinates"": [-0.5660675125, 47.4706626934], ""type"": ""Point""}";1551710;BORGNE;;0;0
47.4706609037, -0.5660788127;"{""coordinates"": [-0.5660788127, 47.4706609037], ""type"": ""Point""}";1551709;BORGNE;;0;0
47.471154742, -0.5654096257;"{""coordinates"": [-0.5654096257, 47.471154742], ""type"": ""Point""}";1551708;BORGNE;;0;0
47.4706399209, -0.5660380955;"{""coordinates"": [-0.5660380955, 47.4706399209], ""type"": ""Point""}";1551707;SIMPLE;ROND;21.16;18.93
47.4708956685, -0.5656436077;"{""coordinates"": [-0.5656436077, 47.4708956685], ""type"": ""Point""}";1551706;SIMPLE;ROND;20.99;18.88
47.4711051914, -0.5653259553;"{""coordinates"": [-0.5653259553, 47.4711051914], ""type"": ""Point""}";1551705;SIMPLE;ROND;20.78;19.69
47.4715771688, -0.5646005751;"{""coordinates"": [-0.5646005751, 47.4715771688], ""type"": ""Point""}";1551704;BORGNE;ROND;21.34;19.76
47.4716473825, -0.5646886876;"{""coordinates"": [-0.5646886876, 47.4716473825], ""type"": ""Point""}";1551703;BORGNE;ROND;21.73;20.71
47.471567634, -0.5648598206;"{""coordinates"": [-0.5648598206, 47.471567634], ""type"": ""Point""}";1551702;BORGNE;;0;0
47.4720121302, -0.5655143604;"{""coordinates"": [-0.5655143604, 47.4720121302], ""type"": ""Point""}";1551693;BORGNE;;0;0
47.475586025, -0.567049589;"{""coordinates"": [-0.567049589, 47.475586025], ""type"": ""Point""}";1551681;SIMPLE;ROND;32.56;29.8
47.4756109901, -0.5671391859;"{""coordinates"": [-0.5671391859, 47.4756109901], ""type"": ""Point""}";1551680;BORGNE;;0;0
47.4749566558, -0.5673926974;"{""coordinates"": [-0.5673926974, 47.4749566558], ""type"": ""Point""}";1551679;SIMPLE;ROND;30.64;28.68
47.4751654945, -0.5672722;"{""coordinates"": [-0.5672722, 47.4751654945], ""type"": ""Point""}";1551678;SIMPLE;ROND;31.3;29.04
47.4759623748, -0.5668230758;"{""coordinates"": [-0.5668230758, 47.4759623748], ""type"": ""Point""}";1551677;SIMPLE;ROND;33.76;31.95
47.476336223, -0.5666163128;"{""coordinates"": [-0.5666163128, 47.476336223], ""type"": ""Point""}";1551676;SIMPLE;ROND;34.81;32.61
47.4765285379, -0.5666925868;"{""coordinates"": [-0.5666925868, 47.4765285379], ""type"": ""Point""}";1551675;BORGNE;;0;0
47.4766810772, -0.5667972661;"{""coordinates"": [-0.5667972661, 47.4766810772], ""type"": ""Point""}";1551672;BORGNE;;0;0
47.4766627774, -0.5669903388;"{""coordinates"": [-0.5669903388, 47.4766627774], ""type"": ""Point""}";1551671;SIMPLE;ROND;0;0
47.4764651129, -0.5664459455;"{""coordinates"": [-0.5664459455, 47.4764651129], ""type"": ""Point""}";1551670;SIMPLE;ROND;35.37;33.31
47.4766273897, -0.566547294;"{""coordinates"": [-0.566547294, 47.4766273897], ""type"": ""Point""}";1551669;BORGNE;;0;0
47.4774547473, -0.5681282485;"{""coordinates"": [-0.5681282485, 47.4774547473], ""type"": ""Point""}";1551668;SIMPLE;ROND;37.36;35.48
47.4775481417, -0.5682091683;"{""coordinates"": [-0.5682091683, 47.4775481417], ""type"": ""Point""}";1551667;BORGNE;;0;0
47.478678908, -0.5712319853;"{""coordinates"": [-0.5712319853, 47.478678908], ""type"": ""Point""}";1551662;SIMPLE;ROND;43.4;42.3
47.4788844568, -0.5716372278;"{""coordinates"": [-0.5716372278, 47.4788844568], ""type"": ""Point""}";1551659;SIMPLE;ROND;44.19;42.88
47.4790671571, -0.5720009577;"{""coordinates"": [-0.5720009577, 47.4790671571], ""type"": ""Point""}";1551657;SIMPLE;ROND;44.81;45.91
47.4778741132, -0.5685086651;"{""coordinates"": [-0.5685086651, 47.4778741132], ""type"": ""Point""}";1551655;BORGNE;;0;0
47.4784598465, -0.5693270116;"{""coordinates"": [-0.5693270116, 47.4784598465], ""type"": ""Point""}";1551653;BORGNE;;0;0
47.4775582174, -0.5678189762;"{""coordinates"": [-0.5678189762, 47.4775582174], ""type"": ""Point""}";1551651;BORGNE;;0;0
47.4775463244, -0.5678104736;"{""coordinates"": [-0.5678104736, 47.4775463244], ""type"": ""Point""}";1551650;BORGNE;;0;0
47.4775171576, -0.5678160832;"{""coordinates"": [-0.5678160832, 47.4775171576], ""type"": ""Point""}";1551648;BORGNE;;0;0
47.4776225636, -0.5679045836;"{""coordinates"": [-0.5679045836, 47.4776225636], ""type"": ""Point""}";1551647;BORGNE;;0;0
47.4775685515, -0.5678604446;"{""coordinates"": [-0.5678604446, 47.4775685515], ""type"": ""Point""}";1551645;SIMPLE;ROND;37.51;35.26
47.4777556641, -0.5673998076;"{""coordinates"": [-0.5673998076, 47.4777556641], ""type"": ""Point""}";1551644;BORGNE;;0;0
47.4777999956, -0.5674541863;"{""coordinates"": [-0.5674541863, 47.4777999956], ""type"": ""Point""}";1551643;SIMPLE;ROND;38.8;36.74
47.4778661965, -0.5675380589;"{""coordinates"": [-0.5675380589, 47.4778661965], ""type"": ""Point""}";1551642;BORGNE;;0;0
47.4778737589, -0.567351565;"{""coordinates"": [-0.567351565, 47.4778737589], ""type"": ""Point""}";1551641;BORGNE;;0;0
47.478006629, -0.5671660556;"{""coordinates"": [-0.5671660556, 47.478006629], ""type"": ""Point""}";1551638;SIMPLE;ROND;39.39;37.71
47.4780741225, -0.56706527;"{""coordinates"": [-0.56706527, 47.4780741225], ""type"": ""Point""}";1551636;BORGNE;;0;0
47.47785582, -0.5691384349;"{""coordinates"": [-0.5691384349, 47.47785582], ""type"": ""Point""}";1551633;SIMPLE;ROND;38.11;36.8
47.4776957809, -0.5693318073;"{""coordinates"": [-0.5693318073, 47.4776957809], ""type"": ""Point""}";1551632;BORGNE;;0;0
47.4787991693, -0.5700566816;"{""coordinates"": [-0.5700566816, 47.4787991693], ""type"": ""Point""}";1551630;SIMPLE;ROND;40.75;38.17
47.4788377591, -0.5702909097;"{""coordinates"": [-0.5702909097, 47.4788377591], ""type"": ""Point""}";1551628;SIMPLE;ROND;42.93;41.18
47.478837113, -0.5703380162;"{""coordinates"": [-0.5703380162, 47.478837113], ""type"": ""Point""}";1551627;SIMPLE;ROND;38.7;41.61
47.4784574676, -0.5708077467;"{""coordinates"": [-0.5708077467, 47.4784574676], ""type"": ""Point""}";1551626;SIMPLE;ROND;44.79;41.7
47.4793096294, -0.5709095754;"{""coordinates"": [-0.5709095754, 47.4793096294], ""type"": ""Point""}";1551621;SIMPLE;ROND;43.45;41.73
47.4789778856, -0.5700455932;"{""coordinates"": [-0.5700455932, 47.4789778856], ""type"": ""Point""}";1551620;BORGNE;;0;0
47.4803719369, -0.5689904719;"{""coordinates"": [-0.5689904719, 47.4803719369], ""type"": ""Point""}";1551618;BORGNE;;0;0
47.4806433867, -0.5681084655;"{""coordinates"": [-0.5681084655, 47.4806433867], ""type"": ""Point""}";1551617;BORGNE;;0;0
47.4807086352, -0.5682435484;"{""coordinates"": [-0.5682435484, 47.4807086352], ""type"": ""Point""}";1551616;BORGNE;;0;0
47.4794950331, -0.56956385;"{""coordinates"": [-0.56956385, 47.4794950331], ""type"": ""Point""}";1551615;BORGNE;;0;0
47.4795311097, -0.5696114347;"{""coordinates"": [-0.5696114347, 47.4795311097], ""type"": ""Point""}";1551614;BORGNE;;0;0
47.480443497, -0.5686940472;"{""coordinates"": [-0.5686940472, 47.480443497], ""type"": ""Point""}";1551613;BORGNE;;0;0
47.4773480105, -0.5714235984;"{""coordinates"": [-0.5714235984, 47.4773480105], ""type"": ""Point""}";1551612;BORGNE;;0;0
47.4805527633, -0.5714769538;"{""coordinates"": [-0.5714769538, 47.4805527633], ""type"": ""Point""}";1551603;SIMPLE;ROND;47.38;46.16
47.4811094694, -0.5703770599;"{""coordinates"": [-0.5703770599, 47.4811094694], ""type"": ""Point""}";1551597;BORGNE;;0;0
47.4799812628, -0.5718787918;"{""coordinates"": [-0.5718787918, 47.4799812628], ""type"": ""Point""}";1551590;SIMPLE;ROND;45.76;44.86
47.4801882924, -0.5714704902;"{""coordinates"": [-0.5714704902, 47.4801882924], ""type"": ""Point""}";1551587;SIMPLE;ROND;46.61;45.39
47.4790487501, -0.5699960378;"{""coordinates"": [-0.5699960378, 47.4790487501], ""type"": ""Point""}";1551586;SIMPLE;ROND;41.25;38.62
47.479514242, -0.5696036593;"{""coordinates"": [-0.5696036593, 47.479514242], ""type"": ""Point""}";1551585;SIMPLE;ROND;41.92;40.21
47.4801434261, -0.5690715322;"{""coordinates"": [-0.5690715322, 47.4801434261], ""type"": ""Point""}";1551584;SIMPLE;ROND;42.89;40.17
47.4803003249, -0.5688661179;"{""coordinates"": [-0.5688661179, 47.4803003249], ""type"": ""Point""}";1551583;SIMPLE;ROND;43.24;41.94
47.4766279274, -0.5668534592;"{""coordinates"": [-0.5668534592, 47.4766279274], ""type"": ""Point""}";1551582;SIMPLE;ROND;35.48;32.99
47.4769623832, -0.5675575258;"{""coordinates"": [-0.5675575258, 47.4769623832], ""type"": ""Point""}";1551581;SIMPLE;ROND;36.63;34.38
47.4774570844, -0.5680205614;"{""coordinates"": [-0.5680205614, 47.4774570844], ""type"": ""Point""}";1551580;SIMPLE;ROND;37.41;35.09
47.4778898537, -0.5684218005;"{""coordinates"": [-0.5684218005, 47.4778898537], ""type"": ""Point""}";1551579;SIMPLE;ROND;38.21;35.85
47.4778991048, -0.5685157908;"{""coordinates"": [-0.5685157908, 47.4778991048], ""type"": ""Point""}";1551578;SIMPLE;ROND;38.3;35.96
47.4780198046, -0.568622189;"{""coordinates"": [-0.568622189, 47.4780198046], ""type"": ""Point""}";1551577;SIMPLE;ROND;38.34;36.48
47.4785559409, -0.5694807671;"{""coordinates"": [-0.5694807671, 47.4785559409], ""type"": ""Point""}";1551576;SIMPLE;ROND;39.52;38.78
47.4786211664, -0.5695845003;"{""coordinates"": [-0.5695845003, 47.4786211664], ""type"": ""Point""}";1551575;SIMPLE;ROND;39.78;38.78
47.4789263456, -0.5700817057;"{""coordinates"": [-0.5700817057, 47.4789263456], ""type"": ""Point""}";1551574;SIMPLE;ROND;41.07;38.43
47.4790238006, -0.5702613219;"{""coordinates"": [-0.5702613219, 47.4790238006], ""type"": ""Point""}";1551573;SIMPLE;ROND;41.46;39.5
47.4793523897, -0.5708982409;"{""coordinates"": [-0.5708982409, 47.4793523897], ""type"": ""Point""}";1551572;SIMPLE;ROND;43.26;41.37
47.479654406, -0.5714684314;"{""coordinates"": [-0.5714684314, 47.479654406], ""type"": ""Point""}";1551571;SIMPLE;ROND;44.56;42.87
47.4799370435, -0.5719314671;"{""coordinates"": [-0.5719314671, 47.4799370435], ""type"": ""Point""}";1551570;SIMPLE;ROND;45.73;43.91
47.4800758528, -0.5721538526;"{""coordinates"": [-0.5721538526, 47.4800758528], ""type"": ""Point""}";1551569;SIMPLE;ROND;46.25;45.31
47.4804113279, -0.5727075832;"{""coordinates"": [-0.5727075832, 47.4804113279], ""type"": ""Point""}";1551568;SIMPLE;ROND;47.49;46.76
47.47031441, -0.5698116466;"{""coordinates"": [-0.5698116466, 47.47031441], ""type"": ""Point""}";1551566;SIMPLE;ROND;20.92;18.59
47.4703761395, -0.5700750147;"{""coordinates"": [-0.5700750147, 47.4703761395], ""type"": ""Point""}";1551565;SIMPLE;ROND;20.93;18.71
47.4704942773, -0.5705379187;"{""coordinates"": [-0.5705379187, 47.4704942773], ""type"": ""Point""}";1551564;SIMPLE;ROND;20.77;18.85
47.4705677494, -0.5708990197;"{""coordinates"": [-0.5708990197, 47.4705677494], ""type"": ""Point""}";1551563;SIMPLE;ROND;20.63;18.94
47.4706632336, -0.5713111358;"{""coordinates"": [-0.5713111358, 47.4706632336], ""type"": ""Point""}";1551562;SIMPLE;ROND;20.48;19.01
47.4707769027, -0.5717698936;"{""coordinates"": [-0.5717698936, 47.4707769027], ""type"": ""Point""}";1551561;SIMPLE;ROND;20.42;19.07
47.4709004913, -0.5722252043;"{""coordinates"": [-0.5722252043, 47.4709004913], ""type"": ""Point""}";1551560;SIMPLE;ROND;20.53;19.16
47.4710311528, -0.5726759469;"{""coordinates"": [-0.5726759469, 47.4710311528], ""type"": ""Point""}";1551559;SIMPLE;ROND;20.63;19.25
47.4711743241, -0.5731181054;"{""coordinates"": [-0.5731181054, 47.4711743241], ""type"": ""Point""}";1551558;SIMPLE;ROND;20.74;19.33
47.4713231959, -0.5735564006;"{""coordinates"": [-0.5735564006, 47.4713231959], ""type"": ""Point""}";1551557;SIMPLE;ROND;20.98;19.42
47.4714838145, -0.5739816782;"{""coordinates"": [-0.5739816782, 47.4714838145], ""type"": ""Point""}";1551556;SIMPLE;ROND;21.21;19.61
47.4716497457, -0.5744039963;"{""coordinates"": [-0.5744039963, 47.4716497457], ""type"": ""Point""}";1551555;SIMPLE;ROND;21.32;19.66
47.4718258753, -0.5748167784;"{""coordinates"": [-0.5748167784, 47.4718258753], ""type"": ""Point""}";1551554;SIMPLE;ROND;21.37;19.72
47.4720069176, -0.5752249807;"{""coordinates"": [-0.5752249807, 47.4720069176], ""type"": ""Point""}";1551553;SIMPLE;ROND;21.29;19.77
47.4721880237, -0.5756339869;"{""coordinates"": [-0.5756339869, 47.4721880237], ""type"": ""Point""}";1551552;SIMPLE;ROND;21.18;19.86
47.4723695653, -0.5760434238;"{""coordinates"": [-0.5760434238, 47.4723695653], ""type"": ""Point""}";1551551;SIMPLE;ROND;21.11;19.87
47.4725495943, -0.5764522304;"{""coordinates"": [-0.5764522304, 47.4725495943], ""type"": ""Point""}";1551550;SIMPLE;ROND;21.14;19.93
47.4727307617, -0.5768591246;"{""coordinates"": [-0.5768591246, 47.4727307617], ""type"": ""Point""}";1551549;SIMPLE;ROND;21.35;20
47.4774749137, -0.5696025021;"{""coordinates"": [-0.5696025021, 47.4774749137], ""type"": ""Point""}";1551546;SIMPLE;ROND;37.83;36.95
47.4775357586, -0.5697692907;"{""coordinates"": [-0.5697692907, 47.4775357586], ""type"": ""Point""}";1551545;SIMPLE;ROND;38.76;37.14
47.4781403869, -0.5704159927;"{""coordinates"": [-0.5704159927, 47.4781403869], ""type"": ""Point""}";1551544;BORGNE;;0;0
47.4779505523, -0.5706672572;"{""coordinates"": [-0.5706672572, 47.4779505523], ""type"": ""Point""}";1551543;SIMPLE;ROND;40.77;39.37
47.4770648303, -0.5716331132;"{""coordinates"": [-0.5716331132, 47.4770648303], ""type"": ""Point""}";1551539;SIMPLE;ROND;40.51;36.76
47.4773606107, -0.5716042752;"{""coordinates"": [-0.5716042752, 47.4773606107], ""type"": ""Point""}";1551538;SIMPLE;ROND;42.05;40.31
47.4773636641, -0.5715113787;"{""coordinates"": [-0.5715113787, 47.4773636641], ""type"": ""Point""}";1551537;SIMPLE;ROND;40.78;37.1
47.477467182, -0.5714774382;"{""coordinates"": [-0.5714774382, 47.477467182], ""type"": ""Point""}";1551536;BORGNE;;0;0
47.4737333001, -0.5728426874;"{""coordinates"": [-0.5728426874, 47.4737333001], ""type"": ""Point""}";1551535;SIMPLE;ROND;31.28;30.5
47.473741445, -0.5731294286;"{""coordinates"": [-0.5731294286, 47.473741445], ""type"": ""Point""}";1551533;BORGNE;;0;0
47.4739603339, -0.5727745684;"{""coordinates"": [-0.5727745684, 47.4739603339], ""type"": ""Point""}";1551529;SIMPLE;ROND;32.68;32.18
47.4738587844, -0.575455962;"{""coordinates"": [-0.575455962, 47.4738587844], ""type"": ""Point""}";1551525;SIMPLE;ROND;24.88;24.46
47.474024437, -0.5754626053;"{""coordinates"": [-0.5754626053, 47.474024437], ""type"": ""Point""}";1551522;BORGNE;;0;0
47.4747767712, -0.5744147067;"{""coordinates"": [-0.5744147067, 47.4747767712], ""type"": ""Point""}";1551521;BORGNE;;0;0
47.474768611, -0.5745299647;"{""coordinates"": [-0.5745299647, 47.474768611], ""type"": ""Point""}";1551520;SIMPLE;ROND;36.22;35.13
47.4752389427, -0.574493775;"{""coordinates"": [-0.574493775, 47.4752389427], ""type"": ""Point""}";1551518;BORGNE;;0;0
47.4756400145, -0.5744668652;"{""coordinates"": [-0.5744668652, 47.4756400145], ""type"": ""Point""}";1551516;BORGNE;;0;0
47.4756887228, -0.5743913897;"{""coordinates"": [-0.5743913897, 47.4756887228], ""type"": ""Point""}";1551515;BORGNE;;0;0
47.475565783, -0.5744244139;"{""coordinates"": [-0.5744244139, 47.475565783], ""type"": ""Point""}";1551514;SIMPLE;ROND;38.28;37.49
47.475626916, -0.5744071487;"{""coordinates"": [-0.5744071487, 47.475626916], ""type"": ""Point""}";1551513;SIMPLE;ROND;38.08;37.41
47.4738667847, -0.5755174582;"{""coordinates"": [-0.5755174582, 47.4738667847], ""type"": ""Point""}";1551512;SIMPLE;ROND;24.79;23.92
47.4739611222, -0.5754281936;"{""coordinates"": [-0.5754281936, 47.4739611222], ""type"": ""Point""}";1551511;SIMPLE;ROND;25.89;25.1
47.4740004593, -0.5753965797;"{""coordinates"": [-0.5753965797, 47.4740004593], ""type"": ""Point""}";1551510;SIMPLE;ROND;26.39;25.76
47.4743250775, -0.5751082123;"{""coordinates"": [-0.5751082123, 47.4743250775], ""type"": ""Point""}";1551509;SIMPLE;ROND;30.8;29.75
47.4745649314, -0.5748819964;"{""coordinates"": [-0.5748819964, 47.4745649314], ""type"": ""Point""}";1551508;SIMPLE;ROND;33.9;32.99
47.4747921999, -0.574663829;"{""coordinates"": [-0.574663829, 47.4747921999], ""type"": ""Point""}";1551507;SIMPLE;ROND;37.25;35.26
47.4757176075, -0.5744792625;"{""coordinates"": [-0.5744792625, 47.4757176075], ""type"": ""Point""}";1551506;BORGNE;;0;0
47.4759234501, -0.573795476;"{""coordinates"": [-0.573795476, 47.4759234501], ""type"": ""Point""}";1551505;BORGNE;;0;0
47.4759596377, -0.573824873;"{""coordinates"": [-0.573824873, 47.4759596377], ""type"": ""Point""}";1551503;BORGNE;;0;0
47.4759549574, -0.5735746099;"{""coordinates"": [-0.5735746099, 47.4759549574], ""type"": ""Point""}";1551501;BORGNE;;0;0
47.4765421321, -0.5721775265;"{""coordinates"": [-0.5721775265, 47.4765421321], ""type"": ""Point""}";1551499;SIMPLE;ROND;39.66;39.03
47.4757081138, -0.574372907;"{""coordinates"": [-0.574372907, 47.4757081138], ""type"": ""Point""}";1551495;SIMPLE;ROND_CAR_CADR;38.28;37.21
47.4758205801, -0.5744077069;"{""coordinates"": [-0.5744077069, 47.4758205801], ""type"": ""Point""}";1551494;SIMPLE;ROND;37.29;36.31
47.4758370609, -0.5744046997;"{""coordinates"": [-0.5744046997, 47.4758370609], ""type"": ""Point""}";1551493;BORGNE;;0;0
47.4762189151, -0.5730203679;"{""coordinates"": [-0.5730203679, 47.4762189151], ""type"": ""Point""}";1551491;SIMPLE;ROND;37.35;35.83
47.4761643407, -0.5731428637;"{""coordinates"": [-0.5731428637, 47.4761643407], ""type"": ""Point""}";1551490;SIMPLE;ROND;37.19;36.11
47.4759945349, -0.5736050319;"{""coordinates"": [-0.5736050319, 47.4759945349], ""type"": ""Point""}";1551489;SIMPLE;ROND;37.45;36.06
47.4765128551, -0.5721459392;"{""coordinates"": [-0.5721459392, 47.4765128551], ""type"": ""Point""}";1551488;SIMPLE;ROND;39.61;36.42
47.4762755888, -0.5727659996;"{""coordinates"": [-0.5727659996, 47.4762755888], ""type"": ""Point""}";1551487;SIMPLE;ROND;37.3;36.27
47.4761955698, -0.572817456;"{""coordinates"": [-0.572817456, 47.4761955698], ""type"": ""Point""}";1551486;SIMPLE;ROND;37.13;35.49
47.476248515, -0.572951307;"{""coordinates"": [-0.572951307, 47.476248515], ""type"": ""Point""}";1551484;SIMPLE;ROND;37.24;35.55
47.4762721269, -0.5730146534;"{""coordinates"": [-0.5730146534, 47.4762721269], ""type"": ""Point""}";1551483;SIMPLE;ROND;37.4;36.27
47.4769115291, -0.5743206083;"{""coordinates"": [-0.5743206083, 47.4769115291], ""type"": ""Point""}";1551482;SIMPLE;ROND;42;40.91
47.4773088446, -0.5746942736;"{""coordinates"": [-0.5746942736, 47.4773088446], ""type"": ""Point""}";1551480;BORGNE;;0;0
47.4774363596, -0.5761855927;"{""coordinates"": [-0.5761855927, 47.4774363596], ""type"": ""Point""}";1551478;BORGNE;;0;0
47.4785650946, -0.5761199339;"{""coordinates"": [-0.5761199339, 47.4785650946], ""type"": ""Point""}";1551477;BORGNE;;0;0
47.4785905124, -0.5760609495;"{""coordinates"": [-0.5760609495, 47.4785905124], ""type"": ""Point""}";1551476;BORGNE;;0;0
47.4785516515, -0.5761033558;"{""coordinates"": [-0.5761033558, 47.4785516515], ""type"": ""Point""}";1551475;SIMPLE;ROND;46.94;45.11
47.478230661, -0.5764780492;"{""coordinates"": [-0.5764780492, 47.478230661], ""type"": ""Point""}";1551473;BORGNE;;0;0
47.4780475351, -0.5767099561;"{""coordinates"": [-0.5767099561, 47.4780475351], ""type"": ""Point""}";1551472;SIMPLE;ROND;45.13;42.99
47.4768771184, -0.5743501659;"{""coordinates"": [-0.5743501659, 47.4768771184], ""type"": ""Point""}";1551470;SIMPLE;ROND;39.79;38.86
47.4776140056, -0.576020123;"{""coordinates"": [-0.576020123, 47.4776140056], ""type"": ""Point""}";1551468;SIMPLE;ROND;44.52;42.51
47.4779550663, -0.5768057264;"{""coordinates"": [-0.5768057264, 47.4779550663], ""type"": ""Point""}";1551467;SIMPLE;ROND;44.85;42.66
47.4781008562, -0.5769419918;"{""coordinates"": [-0.5769419918, 47.4781008562], ""type"": ""Point""}";1551466;SIMPLE;ROND;44.66;42.64
47.4784565878, -0.5769660996;"{""coordinates"": [-0.5769660996, 47.4784565878], ""type"": ""Point""}";1551465;SIMPLE;ROND;44.05;43.3
47.4784543659, -0.5769913177;"{""coordinates"": [-0.5769913177, 47.4784543659], ""type"": ""Point""}";1551464;SIMPLE;ROND;43.96;42.67
47.4785221973, -0.5770019989;"{""coordinates"": [-0.5770019989, 47.4785221973], ""type"": ""Point""}";1551462;SIMPLE;ROND;44.16;41.94
47.4787055345, -0.5770365358;"{""coordinates"": [-0.5770365358, 47.4787055345], ""type"": ""Point""}";1551461;SIMPLE;ROND;44.98;42.91
47.4782012177, -0.5766292015;"{""coordinates"": [-0.5766292015, 47.4782012177], ""type"": ""Point""}";1551459;SIMPLE;ROND;44.99;43.59
47.4798783456, -0.5740235408;"{""coordinates"": [-0.5740235408, 47.4798783456], ""type"": ""Point""}";1551457;BORGNE;;0;0
47.4799219319, -0.5745149868;"{""coordinates"": [-0.5745149868, 47.4799219319], ""type"": ""Point""}";1551455;BORGNE;;0;0
47.4799005993, -0.5744565704;"{""coordinates"": [-0.5744565704, 47.4799005993], ""type"": ""Point""}";1551454;SIMPLE;ROND;48.82;47.92
47.4798925038, -0.5745173878;"{""coordinates"": [-0.5745173878, 47.4798925038], ""type"": ""Point""}";1551453;BORGNE;;0;0
