Geo Point;Geo Shape;NUMERO;TYPE;TYPE_RES;DIAMETRE;MATERIAU;LONGUEUR;ZAMONT;ZAVAL
47.474111629999996, -0.562515835;"{""coordinates"": [[-0.56252534, 47.47409198], [-0.56250633, 47.47413128]], ""type"": ""LineString""}";1513287;C;CANALISATION;300;BETON;4.6;20.05;19.67
47.47471093, -0.563674945;"{""coordinates"": [[-0.56368251, 47.47473366], [-0.56366738, 47.4746882]], ""type"": ""LineString""}";1513288;C;CANALISATION;0;NC;5.18;26.235;0
47.473573685000005, -0.563669575;"{""coordinates"": [[-0.56373485, 47.47365379], [-0.5636043, 47.47349358]], ""type"": ""LineString""}";1513289;DALOT;CANALISATION;0;NC;20.35;0;15.87
47.47306352499999, -0.5634268950000001;"{""coordinates"": [[-0.56341152, 47.47304914], [-0.56344227, 47.47307791]], ""type"": ""LineString""}";1513290;C;CANALISATION;400;BETON;3.95;18.379;18.36
47.473250525, -0.563602595;"{""coordinates"": [[-0.56344227, 47.47307791], [-0.56376292, 47.47342314]], ""type"": ""LineString""}";1513291;C;CANALISATION;400;BETON;45.36;18.36;18
47.47303339, -0.56359366;"{""coordinates"": [[-0.56374505, 47.47298887], [-0.56344227, 47.47307791]], ""type"": ""LineString""}";1513292;C;CANALISATION;400;BETON;24.87;18.45;18.38
47.472959900000006, -0.5643832099999999;"{""coordinates"": [[-0.56446809, 47.47306308], [-0.56429833, 47.47285672]], ""type"": ""LineString""}";1513293;C;CANALISATION;1200;BETON;26.27;15.357;15.15
47.472551605, -0.564036075;"{""coordinates"": [[-0.56405214, 47.47254656], [-0.56402001, 47.47255665]], ""type"": ""LineString""}";1513294;C;CANALISATION;600;BETON;2.67;16.476;0
47.472494285, -0.56396204;"{""coordinates"": [[-0.56397879, 47.47251236], [-0.56394529, 47.47247621]], ""type"": ""LineString""}";1513295;C;CANALISATION;1200;BETON;4.75;0;18.78
47.472430290000005, -0.563905755;"{""coordinates"": [[-0.56394529, 47.47247621], [-0.56386622, 47.47238437]], ""type"": ""LineString""}";1513296;C;CANALISATION;1200;BETON;11.82;14.38;14.46
47.473096385000005, -0.56448454;"{""coordinates"": [[-0.56450099, 47.47312969], [-0.56446809, 47.47306308]], ""type"": ""LineString""}";1513297;C;CANALISATION;1200;BETON;7.82;15.885;15.36
47.47345836, -0.56368361;"{""coordinates"": [[-0.5636043, 47.47349358], [-0.56376292, 47.47342314]], ""type"": ""LineString""}";1513298;OVOIDE;CANALISATION;0;NC;14.29;15.67;15.78
47.47382485, -0.562725935;"{""coordinates"": [[-0.56269982, 47.4738325], [-0.56275205, 47.4738172]], ""type"": ""LineString""}";1513299;OVOIDE;CANALISATION;0;NC;4.29;15.947;0
47.473671644999996, -0.5631357749999999;"{""coordinates"": [[-0.56275205, 47.4738172], [-0.5635195, 47.47352609]], ""type"": ""LineString""}";1513300;OVOIDE;CANALISATION;0;NC;66.28;0;15.86
47.474478524999995, -0.5652691400000001;"{""coordinates"": [[-0.56565133, 47.47443273], [-0.56488695, 47.47452432]], ""type"": ""LineString""}";1513301;C;CANALISATION;400;BETON;59.28;25.95;25.39
47.47360562999999, -0.5653881999999999;"{""coordinates"": [[-0.56552098, 47.47371003], [-0.56525542, 47.47350123]], ""type"": ""LineString""}";1513302;C;CANALISATION;300;BETON;30.65;21.28;18.72
47.473332049999996, -0.5650188899999999;"{""coordinates"": [[-0.56505663, 47.47335907], [-0.56498115, 47.47330503]], ""type"": ""LineString""}";1513303;C;CANALISATION;300;BETON;8.27;0;18.52
47.473187095, -0.5648171900000001;"{""coordinates"": [[-0.56498115, 47.47330503], [-0.56465323, 47.47306916]], ""type"": ""LineString""}";1513304;C;CANALISATION;300;BETON;36.04;18.52;0
47.472380805, -0.563831515;"{""coordinates"": [[-0.56379681, 47.47237724], [-0.56386622, 47.47238437]], ""type"": ""LineString""}";1513305;C;CANALISATION;300;BETON;5.29;19.62;14.46
47.472739025, -0.564132525;"{""coordinates"": [[-0.56410075, 47.47270489], [-0.5641643, 47.47277316]], ""type"": ""LineString""}";1513306;C;CANALISATION;100;PVC;8.98;19.52;19.35
47.47250558, -0.56399434;"{""coordinates"": [[-0.56400989, 47.4724988], [-0.56397879, 47.47251236]], ""type"": ""LineString""}";1513307;C;CANALISATION;315;PVC;2.79;16.54;0
47.472532185000006, -0.564091945;"{""coordinates"": [[-0.56413175, 47.47251781], [-0.56405214, 47.47254656]], ""type"": ""LineString""}";1513308;C;CANALISATION;600;BETON;6.79;0;16.476
47.472579215, -0.563070145;"{""coordinates"": [[-0.56310813, 47.47259515], [-0.56303216, 47.47256328]], ""type"": ""LineString""}";1513309;C;CANALISATION;315;PVC;6.73;19.02;19
47.472599625, -0.56312802;"{""coordinates"": [[-0.56314791, 47.4726041], [-0.56310813, 47.47259515]], ""type"": ""LineString""}";1513310;C;CANALISATION;315;PVC;3.16;19.398;19.02
47.473038085, -0.563425515;"{""coordinates"": [[-0.56343951, 47.47302703], [-0.56341152, 47.47304914]], ""type"": ""LineString""}";1513311;C;CANALISATION;300;BETON;3.24;19.82;18.89
47.473229905, -0.56408819;"{""coordinates"": [[-0.56404908, 47.47318145], [-0.5641273, 47.47327836]], ""type"": ""LineString""}";1513312;C;CANALISATION;300;BETON;12.28;18.58;0
47.4737673, -0.5647875;"{""coordinates"": [[-0.564802, 47.47385865], [-0.564773, 47.47367595]], ""type"": ""LineString""}";1513313;C;CANALISATION;100;PVC;20.44;0;20.32
47.47356997999999, -0.564743505;"{""coordinates"": [[-0.564773, 47.47367595], [-0.56471401, 47.47346401]], ""type"": ""LineString""}";1513314;C;CANALISATION;100;PVC;23.98;20.32;19.93
47.47341154, -0.5648853199999999;"{""coordinates"": [[-0.56471401, 47.47346401], [-0.56505663, 47.47335907]], ""type"": ""LineString""}";1513315;C;CANALISATION;250;BETON;28.34;19.93;0
47.47393837, -0.56487814;"{""coordinates"": [[-0.56488225, 47.47395612], [-0.56487403, 47.47392062]], ""type"": ""LineString""}";1513316;C;CANALISATION;0;NC;4;0;0
47.47391286, -0.5656299599999999;"{""coordinates"": [[-0.56573894, 47.47411569], [-0.56552098, 47.47371003]], ""type"": ""LineString""}";1513317;C;CANALISATION;300;BETON;48;25.51;21.28
47.473710679999996, -0.56555243;"{""coordinates"": [[-0.56558388, 47.47371133], [-0.56552098, 47.47371003]], ""type"": ""LineString""}";1513318;C;CANALISATION;300;BETON;4.75;22.13;21.89
47.473692025, -0.56551791;"{""coordinates"": [[-0.56551484, 47.47367402], [-0.56552098, 47.47371003]], ""type"": ""LineString""}";1513319;C;CANALISATION;300;BETON;4.04;22;21.89
47.473569835, -0.56613029;"{""coordinates"": [[-0.56615789, 47.47360311], [-0.56610269, 47.47353656]], ""type"": ""LineString""}";1513320;C;CANALISATION;0;NC;8.49;0;0
47.473479165, -0.566121545;"{""coordinates"": [[-0.56607317, 47.47350434], [-0.56616992, 47.47345399]], ""type"": ""LineString""}";1513321;C;CANALISATION;0;NC;9.19;0;0
47.473520449999995, -0.56608793;"{""coordinates"": [[-0.56610269, 47.47353656], [-0.56607317, 47.47350434]], ""type"": ""LineString""}";1513322;C;CANALISATION;0;NC;4.21;0;0
47.472783019999994, -0.56552039;"{""coordinates"": [[-0.56555715, 47.47282713], [-0.56548363, 47.47273891]], ""type"": ""LineString""}";1513323;C;CANALISATION;50;PVC;11.26;0;15.885
47.474443745, -0.56569995;"{""coordinates"": [[-0.56574857, 47.47445476], [-0.56565133, 47.47443273]], ""type"": ""LineString""}";1513324;C;CANALISATION;300;BETON;6.55;26.55;25.95
47.474408995000005, -0.56566481;"{""coordinates"": [[-0.56567829, 47.47438526], [-0.56565133, 47.47443273]], ""type"": ""LineString""}";1513325;C;CANALISATION;300;BETON;5.9;0;25.95
47.47477149, -0.563317245;"{""coordinates"": [[-0.56332881, 47.47481021], [-0.56330568, 47.47473277]], ""type"": ""LineString""}";1513326;C;CANALISATION;100;BETON;8.78;26.3;25.65
47.47201842, -0.56376044;"{""coordinates"": [[-0.56387216, 47.47194082], [-0.56364872, 47.47209602]], ""type"": ""LineString""}";1513327;C;CANALISATION;0;NC;24.11;0;0
47.471980175, -0.562931195;"{""coordinates"": [[-0.56294965, 47.47199298], [-0.56291274, 47.47196737]], ""type"": ""LineString""}";1513328;C;CANALISATION;0;NC;3.98;0;0
47.477167045, -0.56366926;"{""coordinates"": [[-0.56380909, 47.47734871], [-0.56352943, 47.47698538]], ""type"": ""LineString""}";1513329;C;CANALISATION;225;PVC;45.56;0;37.42
47.47650659, -0.5632066950000001;"{""coordinates"": [[-0.56330177, 47.47664682], [-0.56311162, 47.47636636]], ""type"": ""LineString""}";1513330;C;CANALISATION;400;BETON;34.32;36.31;0
47.47600941, -0.562871575;"{""coordinates"": [[-0.56283853, 47.47599985], [-0.56290462, 47.47601897]], ""type"": ""LineString""}";1513331;C;CANALISATION;300;BETON;5.42;32.52;32.36
47.476002199999996, -0.562927205;"{""coordinates"": [[-0.56290462, 47.47601897], [-0.56294979, 47.47598543]], ""type"": ""LineString""}";1513332;C;CANALISATION;400;BETON;5.05;32.1;31.98
47.476036210000004, -0.562744285;"{""coordinates"": [[-0.56265004, 47.47607257], [-0.56283853, 47.47599985]], ""type"": ""LineString""}";1513333;C;CANALISATION;300;BETON;16.35;32.87;35.52
47.47568171, -0.5638079899999999;"{""coordinates"": [[-0.56380206, 47.47569729], [-0.56381392, 47.47566613]], ""type"": ""LineString""}";1513334;DALOT;CANALISATION;0;NC;3.58;27.41;26.9
47.475642660000005, -0.563825955;"{""coordinates"": [[-0.56381392, 47.47566613], [-0.56383799, 47.47561919]], ""type"": ""LineString""}";1513335;DALOT;CANALISATION;0;NC;5.52;26.9;0
47.47582578, -0.563381855;"{""coordinates"": [[-0.56294979, 47.47598543], [-0.56381392, 47.47566613]], ""type"": ""LineString""}";1513336;C;CANALISATION;400;BETON;74.18;31.79;27
47.47535131, -0.56285496;"{""coordinates"": [[-0.56310419, 47.47541889], [-0.56260573, 47.47528373]], ""type"": ""LineString""}";1513337;OVOIDE;CANALISATION;0;BETON;40.46;0;0
47.47717712, -0.562518395;"{""coordinates"": [[-0.5626418, 47.47727344], [-0.56239499, 47.4770808]], ""type"": ""LineString""}";1513338;C;CANALISATION;300;BETON;28.37;37.85;37.34
47.477617644999995, -0.563096285;"{""coordinates"": [[-0.56330043, 47.47777212], [-0.56289214, 47.47746317]], ""type"": ""LineString""}";1513339;C;CANALISATION;225;NC;46.12;39.99;39.02
47.477368305, -0.56276697;"{""coordinates"": [[-0.56289214, 47.47746317], [-0.5626418, 47.47727344]], ""type"": ""LineString""}";1513340;C;CANALISATION;225;NC;28.3;39.02;38.35
47.476931025, -0.562213675;"{""coordinates"": [[-0.56239499, 47.4770808], [-0.56203236, 47.47678125]], ""type"": ""LineString""}";1513341;C;CANALISATION;300;BETON;43.09;37.34;36.45
47.476705589999995, -0.562091565;"{""coordinates"": [[-0.56203236, 47.47678125], [-0.56215077, 47.47662993]], ""type"": ""LineString""}";1513342;C;CANALISATION;300;BETON;19.04;36.45;35.51
47.47651529, -0.56226652;"{""coordinates"": [[-0.56215077, 47.47662993], [-0.56238227, 47.47640065]], ""type"": ""LineString""}";1513343;C;CANALISATION;300;BETON;30.89;35.51;35.31
47.47632293, -0.562462985;"{""coordinates"": [[-0.56238227, 47.47640065], [-0.5625437, 47.47624521]], ""type"": ""LineString""}";1513344;C;CANALISATION;300;NC;21.13;35.31;34.05
47.47615889, -0.5625968699999999;"{""coordinates"": [[-0.5625437, 47.47624521], [-0.56265004, 47.47607257]], ""type"": ""LineString""}";1513345;C;CANALISATION;300;BETON;20.8;34.05;32.87
47.47602897, -0.56514778;"{""coordinates"": [[-0.56512536, 47.47607279], [-0.5651702, 47.47598515]], ""type"": ""LineString""}";1513346;DALOT;CANALISATION;0;NC;10.32;30.246;0
47.47598791021522, -0.5648657157016668;"{""coordinates"": [[-0.56482414, 47.47605301], [-0.56484504, 47.47604975], [-0.56489516, 47.47590819]], ""type"": ""LineString""}";1513347;DALOT;CANALISATION;0;NC;17.8;29.719;28.7
47.476069965, -0.56511773;"{""coordinates"": [[-0.5651101, 47.47606714], [-0.56512536, 47.47607279]], ""type"": ""LineString""}";1513348;DALOT;CANALISATION;0;NC;1.31;31.488;30.246
47.47616827, -0.564360145;"{""coordinates"": [[-0.56433903, 47.4762098], [-0.56438126, 47.47612674]], ""type"": ""LineString""}";1513349;DALOT;CANALISATION;0;NC;9.77;32.326;0
47.47736201, -0.56380115;"{""coordinates"": [[-0.56379321, 47.47737531], [-0.56380909, 47.47734871]], ""type"": ""LineString""}";1513350;C;CANALISATION;0;NC;3.19;39.14;0
47.477346565000005, -0.563829;"{""coordinates"": [[-0.56384891, 47.47734442], [-0.56380909, 47.47734871]], ""type"": ""LineString""}";1513351;C;CANALISATION;0;NC;3.03;38.71;0
47.475697010000005, -0.5637965300000001;"{""coordinates"": [[-0.563791, 47.47569673], [-0.56380206, 47.47569729]], ""type"": ""LineString""}";1513352;C;CANALISATION;250;NC;0.84;28.02;27.94
47.475579845, -0.563873;"{""coordinates"": [[-0.56389757, 47.47558674], [-0.56384843, 47.47557295]], ""type"": ""LineString""}";1513353;C;CANALISATION;0;NC;4.01;27.99;0
47.475672540000005, -0.5639211900000001;"{""coordinates"": [[-0.56395156, 47.47567484], [-0.56389082, 47.47567024]], ""type"": ""LineString""}";1513354;C;CANALISATION;140;PVC;4.6;28.46;28.31
47.47565266, -0.563892895;"{""coordinates"": [[-0.56389082, 47.47567024], [-0.56389497, 47.47563508]], ""type"": ""LineString""}";1513355;C;CANALISATION;140;PVC;3.92;27.26;0
47.475619325, -0.56361634;"{""coordinates"": [[-0.56360084, 47.47564362], [-0.56363184, 47.47559503]], ""type"": ""LineString""}";1513356;DALOT;CANALISATION;0;NC;5.88;26.82;26.82
47.476050775, -0.5654781449999999;"{""coordinates"": [[-0.56548372, 47.47603192], [-0.56547257, 47.47606963]], ""type"": ""LineString""}";1513357;C;CANALISATION;300;BETON;4.27;31.96;31.59
47.47584896, -0.564672915;"{""coordinates"": [[-0.56489516, 47.47590819], [-0.56445067, 47.47578973]], ""type"": ""LineString""}";1513358;OVOIDE;CANALISATION;0;BETON;36.01;28.7;27.56
47.47504583, -0.564130445;"{""coordinates"": [[-0.56406223, 47.47515927], [-0.56419866, 47.47493239]], ""type"": ""LineString""}";1513359;C;CANALISATION;400;BETON;27.24;25.87;25.51
47.47520684, -0.56463444;"{""coordinates"": [[-0.56488146, 47.47517621], [-0.56438742, 47.47523747]], ""type"": ""LineString""}";1513360;C;CANALISATION;300;BETON;37.86;27.46;26.47
47.47519837, -0.5642248249999999;"{""coordinates"": [[-0.56438742, 47.47523747], [-0.56406223, 47.47515927]], ""type"": ""LineString""}";1513361;C;CANALISATION;300;BETON;26;26.47;25.87
47.474758365, -0.564285185;"{""coordinates"": [[-0.56438469, 47.47476178], [-0.56418568, 47.47475495]], ""type"": ""LineString""}";1513362;C;CANALISATION;300;BETON;15.02;26.16;26.27
47.47477273, -0.56411875;"{""coordinates"": [[-0.56408506, 47.47477733], [-0.56415244, 47.47476813]], ""type"": ""LineString""}";1513363;C;CANALISATION;300;BETON;5.18;25.89;0
47.47460084, -0.56465842;"{""coordinates"": [[-0.5646712, 47.47464776], [-0.56464564, 47.47455392]], ""type"": ""LineString""}";1513364;C;CANALISATION;300;BETON;9.13;25.81;0
47.474659475, -0.56467378;"{""coordinates"": [[-0.56467636, 47.47467119], [-0.5646712, 47.47464776]], ""type"": ""LineString""}";1513365;C;CANALISATION;300;BETON;2.63;0;25.81
47.47499657, -0.563363435;"{""coordinates"": [[-0.56334926, 47.4750337], [-0.56337761, 47.47495944]], ""type"": ""LineString""}";1513366;C;CANALISATION;0;NC;8.52;0;0
47.475110725, -0.5625542050000001;"{""coordinates"": [[-0.56257347, 47.47510392], [-0.56253494, 47.47511753]], ""type"": ""LineString""}";1513367;C;CANALISATION;300;BETON;3.27;0;23.58
47.475228305, -0.562691845;"{""coordinates"": [[-0.56275317, 47.47521696], [-0.56263052, 47.47523965]], ""type"": ""LineString""}";1513368;C;CANALISATION;0;NC;9.59;0;0
47.475261689999996, -0.562618125;"{""coordinates"": [[-0.56263052, 47.47523965], [-0.56260573, 47.47528373]], ""type"": ""LineString""}";1513369;DALOT;CANALISATION;0;NC;5.24;23.08;22.68
47.47530442, -0.562599015;"{""coordinates"": [[-0.56260139, 47.47530025], [-0.56259664, 47.47530859]], ""type"": ""LineString""}";1513370;C;CANALISATION;250;NC;1;24.94;23.08
47.475247214999996, -0.56240579;"{""coordinates"": [[-0.56240033, 47.47525684], [-0.56241125, 47.47523759]], ""type"": ""LineString""}";1513371;C;CANALISATION;0;NC;2.29;23.4;0
47.475272875, -0.56236933;"{""coordinates"": [[-0.56235368, 47.4752761], [-0.56238498, 47.47526965]], ""type"": ""LineString""}";1513372;DALOT;CANALISATION;0;NC;2.47;24.93;24.32
47.47512735, -0.56179049;"{""coordinates"": [[-0.56193711, 47.47515407], [-0.56164387, 47.47510063]], ""type"": ""LineString""}";1513373;DALOT;CANALISATION;0;NC;22.88;0;0
47.475388495, -0.562207165;"{""coordinates"": [[-0.56217835, 47.47540838], [-0.56223598, 47.47536861]], ""type"": ""LineString""}";1513374;C;CANALISATION;250;BETON;6.2;24.62;0
47.47521676, -0.5619875299999999;"{""coordinates"": [[-0.56198215, 47.47521976], [-0.56199291, 47.47521376]], ""type"": ""LineString""}";1513375;C;CANALISATION;300;NC;1.05;22.62;0
47.47549262, -0.563376085;"{""coordinates"": [[-0.56364798, 47.47556635], [-0.56310419, 47.47541889]], ""type"": ""LineString""}";1513376;OVOIDE;CANALISATION;0;BETON;44.15;25.73;0
47.474906829999995, -0.56229715;"{""coordinates"": [[-0.56207977, 47.47506152], [-0.56251453, 47.47475214]], ""type"": ""LineString""}";1513377;C;CANALISATION;300;BETON;47.51;21.05;19.39
47.475164075, -0.56193386;"{""coordinates"": [[-0.56193061, 47.47517408], [-0.56193711, 47.47515407]], ""type"": ""LineString""}";1513378;DALOT;CANALISATION;0;NC;2.28;20.99;0
47.475180734999995, -0.5615807150000001;"{""coordinates"": [[-0.56151756, 47.47526084], [-0.56164387, 47.47510063]], ""type"": ""LineString""}";1513379;C;CANALISATION;300;BETON;20.2;21.54;0
47.474682279999996, -0.56251416;"{""coordinates"": [[-0.56251453, 47.47475214], [-0.56251379, 47.47461242]], ""type"": ""LineString""}";1513380;C;CANALISATION;300;BETON;15.54;19.39;18.89
47.47458861, -0.56209179;"{""coordinates"": [[-0.56180852, 47.47472026], [-0.56237506, 47.47445696]], ""type"": ""LineString""}";1513381;C;CANALISATION;300;BETON;51.77;19.438;0
47.4746394, -0.562538175;"{""coordinates"": [[-0.56256256, 47.47466638], [-0.56251379, 47.47461242]], ""type"": ""LineString""}";1513382;C;CANALISATION;300;BETON;7.04;0;19.23
47.474053915, -0.562155315;"{""coordinates"": [[-0.56201222, 47.47411033], [-0.56229841, 47.4739975]], ""type"": ""LineString""}";1513383;OVOIDE;CANALISATION;0;NC;24.95;0;15.87
47.473915000000005, -0.562499115;"{""coordinates"": [[-0.56229841, 47.4739975], [-0.56269982, 47.4738325]], ""type"": ""LineString""}";1513384;OVOIDE;CANALISATION;0;NC;35.38;15.87;15.95
47.475121545, -0.56256974;"{""coordinates"": [[-0.56260454, 47.47512556], [-0.56253494, 47.47511753]], ""type"": ""LineString""}";1513385;C;CANALISATION;300;BETON;5.32;24.92;24.01
47.4751335, -0.562472595;"{""coordinates"": [[-0.56241025, 47.47514947], [-0.56253494, 47.47511753]], ""type"": ""LineString""}";1513386;C;CANALISATION;300;BETON;10.04;24.94;23.76
47.475328090000005, -0.56497254;"{""coordinates"": [[-0.56506362, 47.47547997], [-0.56488146, 47.47517621]], ""type"": ""LineString""}";1513387;C;CANALISATION;300;BETON;36.45;28.77;27.46
47.475470695, -0.5650971300000001;"{""coordinates"": [[-0.56513064, 47.47546142], [-0.56506362, 47.47547997]], ""type"": ""LineString""}";1513388;C;CANALISATION;300;BETON;5.46;29.34;28.77
47.472317085, -0.563800015;"{""coordinates"": [[-0.56386622, 47.47238437], [-0.56373381, 47.4722498]], ""type"": ""LineString""}";1513389;C;CANALISATION;1200;BETON;17.98;14.46;0
47.47215223, -0.56363483;"{""coordinates"": [[-0.56373381, 47.4722498], [-0.56353585, 47.47205466]], ""type"": ""LineString""}";1513390;C;CANALISATION;1200;BETON;26.17;14.6;13
47.47168447, -0.56398901;"{""coordinates"": [[-0.56404214, 47.47168166], [-0.56393588, 47.47168728]], ""type"": ""LineString""}";1513393;C;CANALISATION;400;BETON;8.04;0;18.86
47.47464394, -0.564707395;"{""coordinates"": [[-0.56474359, 47.47464012], [-0.5646712, 47.47464776]], ""type"": ""LineString""}";1513394;C;CANALISATION;200;BETON;5.52;0;26.14
47.4746581, -0.56459002;"{""coordinates"": [[-0.56450884, 47.47466844], [-0.5646712, 47.47464776]], ""type"": ""LineString""}";1513395;C;CANALISATION;200;BETON;12.46;26.29;26.14
47.474706960000006, -0.564518265;"{""coordinates"": [[-0.56452769, 47.47474548], [-0.56450884, 47.47466844]], ""type"": ""LineString""}";1513396;C;CANALISATION;200;BETON;8.68;0;26.29
47.475079234999995, -0.56151281;"{""coordinates"": [[-0.56150795, 47.47508402], [-0.56151767, 47.47507445]], ""type"": ""LineString""}";1513397;C;CANALISATION;200;BETON;1.3;20.72;0
