Geo Point;Geo Shape;NUMERO;TYPE;TYPE_RES;DIAMETRE;MATERIAU;LONGUEUR;ZAMONT;ZAVAL
47.47801129, -0.53345715;"{""coordinates"": [[-0.53344529, 47.47802169], [-0.53346901, 47.47800089]], ""type"": ""LineString""}";1531148;C;CANALISATION;0;NC;2.93;0;0
47.477976485, -0.5334926200000001;"{""coordinates"": [[-0.53346901, 47.47800089], [-0.53351623, 47.47795208]], ""type"": ""LineString""}";1531149;C;CANALISATION;300;NC;6.48;38.45;38.42
47.477937865, -0.533523185;"{""coordinates"": [[-0.53351623, 47.47795208], [-0.53353014, 47.47792365]], ""type"": ""LineString""}";1531150;C;CANALISATION;300;NC;3.33;37.89;37.12
47.47792473, -0.53354781;"{""coordinates"": [[-0.53356548, 47.47792581], [-0.53353014, 47.47792365]], ""type"": ""LineString""}";1531151;C;CANALISATION;0;NC;2.68;0;0
47.477997855, -0.533537205;"{""coordinates"": [[-0.53354427, 47.47807206], [-0.53353014, 47.47792365]], ""type"": ""LineString""}";1531152;C;CANALISATION;500;NC;16.53;37.27;37.12
47.477681860000004, -0.5335165;"{""coordinates"": [[-0.53353014, 47.47792365], [-0.53350286, 47.47744007]], ""type"": ""LineString""}";1531153;C;CANALISATION;500;NC;53.8;37.12;35.1
47.47726539, -0.5334911;"{""coordinates"": [[-0.53350286, 47.47744007], [-0.53347934, 47.47709071]], ""type"": ""LineString""}";1531154;C;CANALISATION;500;NC;38.88;35.1;34.85
47.477859745, -0.533477875;"{""coordinates"": [[-0.5334813, 47.47787031], [-0.53347445, 47.47784918]], ""type"": ""LineString""}";1531155;C;CANALISATION;0;NC;2.41;0;0
47.477667785, -0.53346151;"{""coordinates"": [[-0.53347445, 47.47784918], [-0.53344857, 47.47748639]], ""type"": ""LineString""}";1531156;C;CANALISATION;300;NC;40.37;37.35;35.72
47.477337899999995, -0.5335460599999999;"{""coordinates"": [[-0.53355312, 47.47755063], [-0.533539, 47.47712517]], ""type"": ""LineString""}";1531157;C;CANALISATION;300;NC;47.32;36.13;35.22
47.477107939999996, -0.53350917;"{""coordinates"": [[-0.533539, 47.47712517], [-0.53347934, 47.47709071]], ""type"": ""LineString""}";1531158;C;CANALISATION;300;NC;5.91;35.22;34.85
47.477550320000006, -0.533545595;"{""coordinates"": [[-0.53353807, 47.47755001], [-0.53355312, 47.47755063]], ""type"": ""LineString""}";1531159;C;CANALISATION;300;NC;1.14;0;36.13
47.477117955, -0.53354244;"{""coordinates"": [[-0.53354588, 47.47711074], [-0.533539, 47.47712517]], ""type"": ""LineString""}";1531160;C;CANALISATION;0;NC;1.68;0;0
47.47720350999999, -0.53393767;"{""coordinates"": [[-0.53407353, 47.47730213], [-0.53380181, 47.47710489]], ""type"": ""LineString""}";1531161;DALOT;CANALISATION;0;NC;30;36.42;0
47.4771133, -0.533782915;"{""coordinates"": [[-0.53376402, 47.47712171], [-0.53380181, 47.47710489]], ""type"": ""LineString""}";1531162;C;CANALISATION;0;NC;3.41;0;0
47.47705149, -0.53345468;"{""coordinates"": [[-0.53343146, 47.47705184], [-0.5334779, 47.47705114]], ""type"": ""LineString""}";1531163;C;CANALISATION;0;NC;3.5;0;0
47.476514115, -0.53289471;"{""coordinates"": [[-0.5329204, 47.47652895], [-0.53286902, 47.47649928]], ""type"": ""LineString""}";1531164;OUVRAGE_ART;CANALISATION;0;NC;5.09;34.74;0
47.476489355000005, -0.53294466;"{""coordinates"": [[-0.5329204, 47.47652895], [-0.53296892, 47.47644976]], ""type"": ""LineString""}";1531165;C;CANALISATION;500;NC;9.53;34.74;34.69
47.47964666, -0.52935072;"{""coordinates"": [[-0.52955316, 47.4793505], [-0.52914828, 47.47994282]], ""type"": ""LineString""}";1531166;C;CANALISATION;225;NC;72.57;45.55;44.8
47.478871330000004, -0.52991177;"{""coordinates"": [[-0.5297323, 47.47909039], [-0.53009124, 47.47865227]], ""type"": ""LineString""}";1531167;C;CANALISATION;315;PVC_ANNELE;55.72;44.85;43.38
47.478472014999994, -0.529884815;"{""coordinates"": [[-0.53009124, 47.47865227], [-0.52967839, 47.47829176]], ""type"": ""LineString""}";1531168;C;CANALISATION;300;NC;50.74;43.38;42.83
47.47828429, -0.5297033250000001;"{""coordinates"": [[-0.52972826, 47.47827682], [-0.52967839, 47.47829176]], ""type"": ""LineString""}";1531169;C;CANALISATION;0;NC;4.11;0;0
47.478307869999995, -0.52965954;"{""coordinates"": [[-0.52964069, 47.47832398], [-0.52967839, 47.47829176]], ""type"": ""LineString""}";1531170;C;CANALISATION;0;NC;4.58;0;0
47.478260795, -0.529635425;"{""coordinates"": [[-0.52967839, 47.47829176], [-0.52959246, 47.47822983]], ""type"": ""LineString""}";1531171;C;CANALISATION;300;NC;9.46;42.54;0
47.478042805, -0.529950695;"{""coordinates"": [[-0.52970625, 47.47817548], [-0.53019514, 47.47791013]], ""type"": ""LineString""}";1531172;OUVRAGE_ART;CANALISATION;0;NC;47.2;42;40.7
47.477592245, -0.530678285;"{""coordinates"": [[-0.53064962, 47.47759857], [-0.53070695, 47.47758592]], ""type"": ""LineString""}";1531173;C;CANALISATION;0;NC;4.54;0;0
47.477810485, -0.53044019;"{""coordinates"": [[-0.53046212, 47.4778267], [-0.53041826, 47.47779427]], ""type"": ""LineString""}";1531174;C;CANALISATION;0;NC;4.89;0;0
47.477856169999995, -0.5300958600000001;"{""coordinates"": [[-0.52999658, 47.47780221], [-0.53019514, 47.47791013]], ""type"": ""LineString""}";1531175;C;CANALISATION;0;NC;19.18;0;0
47.477858835, -0.5301368799999999;"{""coordinates"": [[-0.53007862, 47.47780754], [-0.53019514, 47.47791013]], ""type"": ""LineString""}";1531176;C;CANALISATION;0;NC;14.4;0;0
47.48002077, -0.52957476;"{""coordinates"": [[-0.52957835, 47.48001287], [-0.52957117, 47.48002867]], ""type"": ""LineString""}";1531177;C;CANALISATION;0;NC;1.84;0;0
47.47956811499999, -0.52990851;"{""coordinates"": [[-0.52997006, 47.47948209], [-0.52984696, 47.47965414]], ""type"": ""LineString""}";1531178;C;CANALISATION;100;NC;21.26;46.56;46.48
47.479700905, -0.52981939;"{""coordinates"": [[-0.52984696, 47.47965414], [-0.52979182, 47.47974767]], ""type"": ""LineString""}";1531179;C;CANALISATION;100;NC;11.2;46.48;46.38
47.47976358, -0.5297809250000001;"{""coordinates"": [[-0.52979182, 47.47974767], [-0.52977003, 47.47977949]], ""type"": ""LineString""}";1531180;C;CANALISATION;100;NC;3.91;46.38;46.33
47.47991306, -0.5290276300000001;"{""coordinates"": [[-0.52914828, 47.47994282], [-0.52890698, 47.4798833]], ""type"": ""LineString""}";1531181;DALOT;CANALISATION;0;NC;19.36;44.63;44.34
47.479880144999996, -0.5288820000000001;"{""coordinates"": [[-0.52890698, 47.4798833], [-0.52885702, 47.47987699]], ""type"": ""LineString""}";1531182;C;CANALISATION;200;NC;3.82;44.34;44.19
47.479319535, -0.528125205;"{""coordinates"": [[-0.52796676, 47.47964127], [-0.52828365, 47.4789978]], ""type"": ""LineString""}";1531183;C;CANALISATION;250;NC;75.42;0;44.56
47.47972045, -0.5282148099999999;"{""coordinates"": [[-0.52820965, 47.47973272], [-0.52821997, 47.47970818]], ""type"": ""LineString""}";1531184;C;CANALISATION;0;NC;2.84;0;0
47.47992764, -0.529135385;"{""coordinates"": [[-0.52912249, 47.47991246], [-0.52914828, 47.47994282]], ""type"": ""LineString""}";1531185;C;CANALISATION;0;NC;3.89;0;0
47.479891005, -0.52892144;"{""coordinates"": [[-0.5289359, 47.47989871], [-0.52890698, 47.4798833]], ""type"": ""LineString""}";1531186;C;CANALISATION;0;NC;2.77;0;0
47.4798774, -0.52892764;"{""coordinates"": [[-0.5289483, 47.4798715], [-0.52890698, 47.4798833]], ""type"": ""LineString""}";1531187;C;CANALISATION;0;NC;3.38;0;0
47.480805270000005, -0.5248677900000001;"{""coordinates"": [[-0.52484897, 47.48078392], [-0.52488661, 47.48082662]], ""type"": ""LineString""}";1531188;C;CANALISATION;0;NC;5.53;0;0
47.480613865, -0.5252314149999999;"{""coordinates"": [[-0.52520842, 47.48059665], [-0.52525441, 47.48063108]], ""type"": ""LineString""}";1531189;C;CANALISATION;0;NC;5.16;0;0
47.480665145, -0.5247902149999999;"{""coordinates"": [[-0.5248063, 47.48067933], [-0.52477413, 47.48065096]], ""type"": ""LineString""}";1531190;C;CANALISATION;0;NC;3.98;0;0
47.480500295, -0.5251024799999999;"{""coordinates"": [[-0.52511667, 47.48051301], [-0.52508829, 47.48048758]], ""type"": ""LineString""}";1531191;C;CANALISATION;0;NC;3.54;0;0
47.480504690000004, -0.5257504550000001;"{""coordinates"": [[-0.52582543, 47.48057763], [-0.52567548, 47.48043175]], ""type"": ""LineString""}";1531192;C;CANALISATION;300;NC;19.76;0;44.13
47.482408335, -0.5218841599999999;"{""coordinates"": [[-0.5218798, 47.48240473], [-0.52188852, 47.48241194]], ""type"": ""LineString""}";1531193;C;CANALISATION;0;NC;1.03;0;0
47.481433579999994, -0.523282875;"{""coordinates"": [[-0.52312356, 47.48151664], [-0.52344219, 47.48135052]], ""type"": ""LineString""}";1531194;C;CANALISATION;200;NC;30.29;45.73;45.26
47.47816477, -0.52954842;"{""coordinates"": [[-0.52955017, 47.47814315], [-0.52954667, 47.47818639]], ""type"": ""LineString""}";1531195;C;CANALISATION;0;NC;4.82;0;0
47.4781804, -0.5295187800000001;"{""coordinates"": [[-0.52949089, 47.47817441], [-0.52954667, 47.47818639]], ""type"": ""LineString""}";1531196;C;CANALISATION;0;NC;4.41;0;0
47.47829475, -0.529518815;"{""coordinates"": [[-0.52953953, 47.47831465], [-0.5294981, 47.47827485]], ""type"": ""LineString""}";1531197;C;CANALISATION;0;NC;5.42;0;0
47.47981143, -0.52636974;"{""coordinates"": [[-0.5263051, 47.47984501], [-0.52643438, 47.47977785]], ""type"": ""LineString""}";1531198;NC;CANALISATION;0;NC;12.27;0;0
47.479716265, -0.5265536749999999;"{""coordinates"": [[-0.52643438, 47.47977785], [-0.52667297, 47.47965468]], ""type"": ""LineString""}";1531199;C;CANALISATION;300;NC;22.6;0;0
47.47924907, -0.5274802249999999;"{""coordinates"": [[-0.52749587, 47.47926264], [-0.52746458, 47.4792355]], ""type"": ""LineString""}";1531200;C;CANALISATION;0;NC;3.84;0;0
47.479968315, -0.526111875;"{""coordinates"": [[-0.52612861, 47.47998131], [-0.52609514, 47.47995532]], ""type"": ""LineString""}";1531201;C;CANALISATION;0;NC;3.84;0;0
47.480188635, -0.52569632;"{""coordinates"": [[-0.52570905, 47.48019932], [-0.52568359, 47.48017795]], ""type"": ""LineString""}";1531202;C;CANALISATION;0;NC;3.06;0;0
47.480061725, -0.5259336649999999;"{""coordinates"": [[-0.52594844, 47.48007415], [-0.52591889, 47.4800493]], ""type"": ""LineString""}";1531203;C;CANALISATION;0;NC;3.55;0;0
47.479501375, -0.5270316749999999;"{""coordinates"": [[-0.52702783, 47.47951446], [-0.52703552, 47.47948829]], ""type"": ""LineString""}";1531204;C;CANALISATION;0;NC;2.96;0;0
47.47913406, -0.52770361;"{""coordinates"": [[-0.52772158, 47.47914967], [-0.52768564, 47.47911845]], ""type"": ""LineString""}";1531205;C;CANALISATION;0;NC;4.4;0;0
47.47458006, -0.53629589;"{""coordinates"": [[-0.53648123, 47.47447957], [-0.53611055, 47.47468055]], ""type"": ""LineString""}";1531206;C;CANALISATION;200;NC;35.78;0;29.7
47.47488385, -0.5357359749999999;"{""coordinates"": [[-0.53611055, 47.47468055], [-0.5353614, 47.47508715]], ""type"": ""LineString""}";1531207;C;CANALISATION;200;NC;72.34;29.7;29.27
47.475108055, -0.535357945;"{""coordinates"": [[-0.53535449, 47.47512896], [-0.5353614, 47.47508715]], ""type"": ""LineString""}";1531208;C;CANALISATION;200;NC;4.68;0;29.27
47.479426345, -0.54350723;"{""coordinates"": [[-0.54351468, 47.47942553], [-0.54349978, 47.47942716]], ""type"": ""LineString""}";1531209;C;CANALISATION;300;NC;2.8;0;18.95
47.47959206, -0.543594;"{""coordinates"": [[-0.54360028, 47.47957174], [-0.54358772, 47.47961238]], ""type"": ""LineString""}";1531210;C;CANALISATION;200;NC;4.49;;
47.479662669999996, -0.543549505;"{""coordinates"": [[-0.54358772, 47.47961238], [-0.54351129, 47.47971296]], ""type"": ""LineString""}";1531211;C;CANALISATION;300;NC;12.42;18.99;18.83
47.480158700000004, -0.543503995;"{""coordinates"": [[-0.54355901, 47.48019294], [-0.54344898, 47.48012446]], ""type"": ""LineString""}";1531214;C;CANALISATION;300;NC;11.31;17.95;0
47.48053196, -0.54339696;"{""coordinates"": [[-0.54337681, 47.48053159], [-0.54341711, 47.48053233]], ""type"": ""LineString""}";1531215;C;CANALISATION;0;NC;3.19;17.71;0
47.479691615, -0.54347759;"{""coordinates"": [[-0.54344389, 47.47967027], [-0.54351129, 47.47971296]], ""type"": ""LineString""}";1531219;C;CANALISATION;300;NC;11.45;;
47.479724340000004, -0.54352327;"{""coordinates"": [[-0.54353525, 47.47973572], [-0.54351129, 47.47971296]], ""type"": ""LineString""}";1531220;C;CANALISATION;0;NC;3.11;0;0
47.479519769999996, -0.54354375;"{""coordinates"": [[-0.54349978, 47.47942716], [-0.54358772, 47.47961238]], ""type"": ""LineString""}";1531221;C;CANALISATION;300;NC;21.73;18.95;0
47.479735105, -0.543587745;"{""coordinates"": [[-0.5436642, 47.47975725], [-0.54351129, 47.47971296]], ""type"": ""LineString""}";1531222;C;CANALISATION;0;NC;12.54;0;0
47.47823161, -0.54363737;"{""coordinates"": [[-0.54357226, 47.47823316], [-0.54370248, 47.47823006]], ""type"": ""LineString""}";1531223;OUVRAGE_ART;CANALISATION;0;NC;10.21;0;0
47.478789895, -0.545141185;"{""coordinates"": [[-0.54514794, 47.47875376], [-0.54513443, 47.47882603]], ""type"": ""LineString""}";1531224;C;CANALISATION;0;NC;8.1;0;0
47.47923507, -0.54605122;"{""coordinates"": [[-0.54605491, 47.47921276], [-0.54604753, 47.47925738]], ""type"": ""LineString""}";1531225;C;CANALISATION;0;NC;4.99;0;0
47.4792646, -0.5460866;"{""coordinates"": [[-0.54612567, 47.47927182], [-0.54604753, 47.47925738]], ""type"": ""LineString""}";1531226;C;CANALISATION;0;NC;6.1;0;0
47.47770134499999, -0.53900914;"{""coordinates"": [[-0.53899009, 47.47767955], [-0.53902819, 47.47772314]], ""type"": ""LineString""}";1531230;C;CANALISATION;250;NC;5.63;0;0
47.477726745, -0.538989785;"{""coordinates"": [[-0.53895138, 47.47773035], [-0.53902819, 47.47772314]], ""type"": ""LineString""}";1531231;C;CANALISATION;250;NC;5.85;0;0
47.4777392, -0.539065255;"{""coordinates"": [[-0.53902819, 47.47772314], [-0.53910232, 47.47775526]], ""type"": ""LineString""}";1531232;C;CANALISATION;250;NC;6.63;0;25.11
47.47779531000001, -0.539126505;"{""coordinates"": [[-0.53910689, 47.47781779], [-0.53914612, 47.47777283]], ""type"": ""LineString""}";1531233;C;CANALISATION;0;NC;5.81;0;0
47.477962845, -0.539581265;"{""coordinates"": [[-0.53956365, 47.47797153], [-0.53959888, 47.47795416]], ""type"": ""LineString""}";1531234;C;CANALISATION;0;NC;3.28;0;0
47.477707975, -0.5391424650000001;"{""coordinates"": [[-0.53918261, 47.47766069], [-0.53910232, 47.47775526]], ""type"": ""LineString""}";1531235;C;CANALISATION;250;NC;12.13;0;0
47.478176165, -0.539489645;"{""coordinates"": [[-0.53954568, 47.47818989], [-0.53943361, 47.47816244]], ""type"": ""LineString""}";1531236;C;CANALISATION;0;NC;8.98;0;0
47.478219695, -0.53946047;"{""coordinates"": [[-0.53945265, 47.47823092], [-0.53946829, 47.47820847]], ""type"": ""LineString""}";1531237;C;CANALISATION;0;NC;2.76;0;0
47.47824699, -0.539324965;"{""coordinates"": [[-0.53921632, 47.47833154], [-0.53943361, 47.47816244]], ""type"": ""LineString""}";1531238;C;CANALISATION;250;NC;24.94;26.87;25.49
47.478323610000004, -0.539173885;"{""coordinates"": [[-0.53913145, 47.47831568], [-0.53921632, 47.47833154]], ""type"": ""LineString""}";1531239;C;CANALISATION;250;NC;6.64;0;26.87
47.47836374, -0.53925273;"{""coordinates"": [[-0.53928914, 47.47839594], [-0.53921632, 47.47833154]], ""type"": ""LineString""}";1531240;C;CANALISATION;0;NC;9.02;0;0
47.4792244, -0.544641935;"{""coordinates"": [[-0.54461769, 47.47924815], [-0.54466618, 47.47920065]], ""type"": ""LineString""}";1531241;C;CANALISATION;150;AC;6.42;20.79;20.66
47.479179200000004, -0.5446875250000001;"{""coordinates"": [[-0.54466618, 47.47920065], [-0.54470887, 47.47915775]], ""type"": ""LineString""}";1531242;C;CANALISATION;150;AC;5.76;20.66;20.55
47.47912291499999, -0.5447436649999999;"{""coordinates"": [[-0.54470887, 47.47915775], [-0.54477846, 47.47908808]], ""type"": ""LineString""}";1531243;C;CANALISATION;150;AC;9.36;20.55;20.39
47.479055895, -0.544810575;"{""coordinates"": [[-0.54477846, 47.47908808], [-0.54484269, 47.47902371]], ""type"": ""LineString""}";1531244;C;CANALISATION;150;AC;8.64;20.39;20.36
47.47898568, -0.544879;"{""coordinates"": [[-0.54484269, 47.47902371], [-0.54491531, 47.47894765]], ""type"": ""LineString""}";1531245;C;CANALISATION;150;AC;10.07;20.36;20.18
47.478915674999996, -0.5449405350000001;"{""coordinates"": [[-0.54491531, 47.47894765], [-0.54496576, 47.4788837]], ""type"": ""LineString""}";1531246;C;CANALISATION;150;AC;8.07;20.18;19.98
47.47886792, -0.544948965;"{""coordinates"": [[-0.54496576, 47.4788837], [-0.54493217, 47.47885214]], ""type"": ""LineString""}";1531247;C;CANALISATION;150;AC;4.32;19.98;18.85
47.478833895, -0.54494862;"{""coordinates"": [[-0.54493217, 47.47885214], [-0.54496507, 47.47881565]], ""type"": ""LineString""}";1531248;C;CANALISATION;150;AC;4.76;18.85;0
47.478970100000005, -0.5449142849999999;"{""coordinates"": [[-0.54491326, 47.47899255], [-0.54491531, 47.47894765]], ""type"": ""LineString""}";1531249;C;CANALISATION;0;NC;4.99;0;0
47.472967, -0.529493225;"{""coordinates"": [[-0.52936757, 47.47286473], [-0.52961888, 47.47306927]], ""type"": ""LineString""}";1531250;OUVRAGE_ART;CANALISATION;0;NC;29.6;28.66;28.48
47.472781729999994, -0.5292065450000001;"{""coordinates"": [[-0.52904552, 47.47269873], [-0.52936757, 47.47286473]], ""type"": ""LineString""}";1531251;OUVRAGE_ART;CANALISATION;0;NC;30.49;28.93;28.66
47.472721815, -0.52875264;"{""coordinates"": [[-0.52845976, 47.4727449], [-0.52904552, 47.47269873]], ""type"": ""LineString""}";1531252;OUVRAGE_ART;CANALISATION;0;NC;44.45;0;28.93
47.473148495000004, -0.529358615;"{""coordinates"": [[-0.52909835, 47.47322772], [-0.52961888, 47.47306927]], ""type"": ""LineString""}";1531253;C;CANALISATION;0;NC;43;0;0
47.473484365000004, -0.52687979;"{""coordinates"": [[-0.52686524, 47.47349224], [-0.52689434, 47.47347649]], ""type"": ""LineString""}";1531254;C;CANALISATION;200;NC;2.81;0;33.14
47.473431765, -0.526725635;"{""coordinates"": [[-0.52671484, 47.47344515], [-0.52673643, 47.47341838]], ""type"": ""LineString""}";1531255;C;CANALISATION;0;NC;3.4;0;0
47.47341226000001, -0.52677759;"{""coordinates"": [[-0.52681875, 47.47340614], [-0.52673643, 47.47341838]], ""type"": ""LineString""}";1531256;C;CANALISATION;0;NC;6.36;0;0
47.472652505, -0.5264827000000001;"{""coordinates"": [[-0.52645613, 47.47250547], [-0.52650927, 47.47279954]], ""type"": ""LineString""}";1531257;C;CANALISATION;300;NC;32.94;0;0
47.472175955, -0.52734536;"{""coordinates"": [[-0.52734498, 47.47216624], [-0.52734574, 47.47218567]], ""type"": ""LineString""}";1531258;C;CANALISATION;0;NC;2.16;0;0
47.472197460000004, -0.527347385;"{""coordinates"": [[-0.52734903, 47.47220925], [-0.52734574, 47.47218567]], ""type"": ""LineString""}";1531259;C;CANALISATION;0;NC;2.63;0;0
47.472172674999996, -0.5270119550000001;"{""coordinates"": [[-0.52702046, 47.47217471], [-0.52700345, 47.47217064]], ""type"": ""LineString""}";1531260;C;CANALISATION;0;NC;1.35;0;0
47.466030874999994, -0.520074065;"{""coordinates"": [[-0.51990554, 47.4659774], [-0.52024259, 47.46608435]], ""type"": ""LineString""}";1531261;C;CANALISATION;300;NC;28.05;0;0
47.46771091, -0.524747895;"{""coordinates"": [[-0.52464596, 47.46765761], [-0.52484983, 47.46776421]], ""type"": ""LineString""}";1531262;C;CANALISATION;800;BETON;19.41;35.52;35.42
47.467877044999994, -0.524911235;"{""coordinates"": [[-0.52484983, 47.46776421], [-0.52497264, 47.46798988]], ""type"": ""LineString""}";1531263;C;CANALISATION;800;BETON;26.75;35.42;35.39
47.46768686000001, -0.52492523;"{""coordinates"": [[-0.52500063, 47.46760951], [-0.52484983, 47.46776421]], ""type"": ""LineString""}";1531264;C;CANALISATION;400;NC;20.61;0;36.5
47.46721565, -0.52501311;"{""coordinates"": [[-0.52498589, 47.46722765], [-0.52504033, 47.46720365]], ""type"": ""LineString""}";1531265;C;CANALISATION;0;NC;4.9;0;0
47.467278385, -0.525057975;"{""coordinates"": [[-0.52507562, 47.46735312], [-0.52504033, 47.46720365]], ""type"": ""LineString""}";1531266;C;CANALISATION;0;NC;16.84;0;0
47.466032805000005, -0.52073418;"{""coordinates"": [[-0.52071329, 47.46603416], [-0.52075507, 47.46603145]], ""type"": ""LineString""}";1531267;C;CANALISATION;300;NC;3.17;37.8;37.76
47.466025865000006, -0.5208215549999999;"{""coordinates"": [[-0.52075507, 47.46603145], [-0.52088804, 47.46602028]], ""type"": ""LineString""}";1531268;C;CANALISATION;300;NC;10.1;37.76;37.58
47.466018610000006, -0.5209575049999999;"{""coordinates"": [[-0.52088804, 47.46602028], [-0.52102697, 47.46601694]], ""type"": ""LineString""}";1531269;C;CANALISATION;300;NC;10.47;37.58;37.43
47.466014435000005, -0.5211933099999999;"{""coordinates"": [[-0.52102697, 47.46601694], [-0.52135965, 47.46601193]], ""type"": ""LineString""}";1531270;C;CANALISATION;400;NC;25.09;37.43;37.13
47.46622505, -0.522426745;"{""coordinates"": [[-0.52239987, 47.46632424], [-0.52245362, 47.46612586]], ""type"": ""LineString""}";1531271;C;CANALISATION;300;NC;22.42;0;0
47.4660703, -0.52246401;"{""coordinates"": [[-0.52246502, 47.46608553], [-0.522463, 47.46605507]], ""type"": ""LineString""}";1531272;C;CANALISATION;300;NC;3.39;0;0
47.466038455, -0.5219761199999999;"{""coordinates"": [[-0.5219744, 47.46605152], [-0.52197784, 47.46602539]], ""type"": ""LineString""}";1531273;C;CANALISATION;0;NC;2.91;0;0
47.46601083, -0.521817735;"{""coordinates"": [[-0.52181775, 47.46600606], [-0.52181772, 47.4660156]], ""type"": ""LineString""}";1531274;C;CANALISATION;0;NC;1.06;0;0
47.46597147, -0.521824155;"{""coordinates"": [[-0.52183056, 47.46593688], [-0.52181775, 47.46600606]], ""type"": ""LineString""}";1531275;C;CANALISATION;0;NC;7.76;0;0
47.465982305, -0.52103337;"{""coordinates"": [[-0.52103977, 47.46594767], [-0.52102697, 47.46601694]], ""type"": ""LineString""}";1531276;C;CANALISATION;0;NC;7.76;0;0
47.466451535000004, -0.524571865;"{""coordinates"": [[-0.52455715, 47.4664699], [-0.52458658, 47.46643317]], ""type"": ""LineString""}";1531277;C;CANALISATION;0;NC;4.65;0;0
47.466384135, -0.52439212;"{""coordinates"": [[-0.52419766, 47.4663351], [-0.52458658, 47.46643317]], ""type"": ""LineString""}";1531278;C;CANALISATION;600;NC;31.28;36.49;36.42
47.46632051000001, -0.52397946;"{""coordinates"": [[-0.52396965, 47.46634476], [-0.52398927, 47.46629626]], ""type"": ""LineString""}";1531279;C;CANALISATION;0;NC;5.59;0;0
47.466533964999996, -0.5248373900000001;"{""coordinates"": [[-0.52481012, 47.46654628], [-0.52486466, 47.46652165]], ""type"": ""LineString""}";1531280;C;CANALISATION;0;NC;4.94;0;0
47.467025425, -0.525268635;"{""coordinates"": [[-0.52541604, 47.46694466], [-0.52512123, 47.46710619]], ""type"": ""LineString""}";1531281;C;CANALISATION;0;NC;28.57;0;0
47.466895975, -0.5241603349999999;"{""coordinates"": [[-0.52410362, 47.46687272], [-0.52421705, 47.46691923]], ""type"": ""LineString""}";1531282;C;CANALISATION;0;NC;9.99;0;0
47.466679845, -0.52359221;"{""coordinates"": [[-0.52358573, 47.46666424], [-0.52359869, 47.46669545]], ""type"": ""LineString""}";1531283;C;CANALISATION;0;NC;3.6;0;0
47.46671957, -0.5235753949999999;"{""coordinates"": [[-0.5235521, 47.46674369], [-0.52359869, 47.46669545]], ""type"": ""LineString""}";1531284;C;CANALISATION;500;NC;6.41;36.72;0
47.46621628500001, -0.5205548099999999;"{""coordinates"": [[-0.52055117, 47.46622045], [-0.52055845, 47.46621212]], ""type"": ""LineString""}";1531285;C;CANALISATION;0;NC;1.08;0;0
47.46616457000001, -0.520427295;"{""coordinates"": [[-0.52042384, 47.4661685], [-0.52043075, 47.46616064]], ""type"": ""LineString""}";1531286;C;CANALISATION;0;NC;1.01;0;0
47.467279335, -0.5204886049999999;"{""coordinates"": [[-0.520308, 47.46714888], [-0.52066921, 47.46740979]], ""type"": ""LineString""}";1531287;C;CANALISATION;500;NC;39.78;0;36.62
47.467381335, -0.520709085;"{""coordinates"": [[-0.52074896, 47.46735288], [-0.52066921, 47.46740979]], ""type"": ""LineString""}";1531288;C;CANALISATION;0;NC;8.73;0;0
47.468096465, -0.52061789;"{""coordinates"": [[-0.52044881, 47.46827297], [-0.52078697, 47.46791996]], ""type"": ""LineString""}";1531290;C;CANALISATION;500;BETON;46.82;36.85;36.14
47.467724755, -0.5212857799999999;"{""coordinates"": [[-0.52121851, 47.4677115], [-0.52135305, 47.46773801]], ""type"": ""LineString""}";1531292;C;CANALISATION;500;NC;10.56;0;35.94
47.468015570000006, -0.5214916350000001;"{""coordinates"": [[-0.5215109, 47.46799774], [-0.52147237, 47.4680334]], ""type"": ""LineString""}";1531293;C;CANALISATION;0;NC;4.92;0;0
47.468051375, -0.52145278;"{""coordinates"": [[-0.52143319, 47.46806935], [-0.52147237, 47.4680334]], ""type"": ""LineString""}";1531294;C;CANALISATION;0;NC;4.97;0;0
47.46826729, -0.521981115;"{""coordinates"": [[-0.52197529, 47.46824055], [-0.52198694, 47.46829403]], ""type"": ""LineString""}";1531295;C;CANALISATION;0;NC;6.01;0;0
47.468301535, -0.52194176;"{""coordinates"": [[-0.52189658, 47.46830904], [-0.52198694, 47.46829403]], ""type"": ""LineString""}";1531296;C;CANALISATION;0;NC;7.01;0;0
47.468345215, -0.5208388749999999;"{""coordinates"": [[-0.52069016, 47.46831828], [-0.52098759, 47.46837215]], ""type"": ""LineString""}";1531297;C;CANALISATION;200;NC;23.21;0;37.38
47.46841173, -0.5210196949999999;"{""coordinates"": [[-0.52098759, 47.46837215], [-0.5210518, 47.46845131]], ""type"": ""LineString""}";1531298;C;CANALISATION;200;NC;10.04;37.38;37.08
47.468486415, -0.52125444;"{""coordinates"": [[-0.5210518, 47.46845131], [-0.52145708, 47.46852152]], ""type"": ""LineString""}";1531299;C;CANALISATION;200;NC;31.54;37.08;36.7
47.46849243, -0.5205672;"{""coordinates"": [[-0.52048174, 47.46860736], [-0.52065266, 47.4683775]], ""type"": ""LineString""}";1531300;C;CANALISATION;200;NC;28.62;37.45;37.38
47.468414405000004, -0.52085223;"{""coordinates"": [[-0.52065266, 47.4683775], [-0.5210518, 47.46845131]], ""type"": ""LineString""}";1531301;C;CANALISATION;200;NC;31.18;37.38;37.08
