Geo Point;Geo Shape;GID;MATERIAU;DATEPOSE;ECOUNORM;ZAMONT;ZAVAL;EXPLOIT;LONGUEUR;DIAMETRE;NUMERO
47.4756150236, -0.5635821222999999;"{""coordinates"": [[-0.5637239672, 47.4756517051], [-0.5634402774, 47.4755783421]], ""type"": ""LineString""}";7227;AC;19711101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;22.89;150;143070
47.468211474849994, -0.4975053186000001;"{""coordinates"": [[-0.4977773544, 47.468177618], [-0.4972332828, 47.4682453317]], ""type"": ""LineString""}";3134;PVC;19940101000000;GRAVITAIRE;41.88;41.57;ANGERS LOIRE METROPOLE;41.7;200;138977
47.47203316844999, -0.5417145868;"{""coordinates"": [[-0.5413784932, 47.4721329335], [-0.5420506804, 47.4719334034]], ""type"": ""LineString""}";32361;PVC;20100501000000;GRAVITAIRE;35.12;34.38;ANGERS LOIRE METROPOLE;55.31;200;617047
47.4194772301, -0.5777912557;"{""coordinates"": [[-0.5775123865, 47.4194870958], [-0.5780701249, 47.4194673644]], ""type"": ""LineString""}";18368;PVC;20030501000000;GRAVITAIRE;26.03;25.83;ANGERS LOIRE METROPOLE;42.14;200;154211
47.481702991700004, -0.53374670895;"{""coordinates"": [[-0.533544332, 47.4816677209], [-0.5339490859, 47.4817382625]], ""type"": ""LineString""}";1985;PVC;19980301000000;GRAVITAIRE;42.17;41.98;ANGERS LOIRE METROPOLE;31.5;200;137828
47.44855753136224, -0.6035720997351459;"{""coordinates"": [[-0.6038940962, 47.4483028379], [-0.6032980074, 47.4487751865], [-0.6032450515, 47.4488046637]], ""type"": ""LineString""}";19268;AC;19750101000000;GRAVITAIRE;59.75;55.27;ANGERS LOIRE METROPOLE;74.29;150;155111
47.445876287749996, -0.55640639265;"{""coordinates"": [[-0.5561127246, 47.4459259019], [-0.5567000607, 47.4458266736]], ""type"": ""LineString""}";6983;AC;19500101000000;GRAVITAIRE;25.9;25.72;ANGERS LOIRE METROPOLE;45.65;150;142826
47.468002282949996, -0.59882953855;"{""coordinates"": [[-0.5990739292, 47.4681490001], [-0.5985851479, 47.4678555658]], ""type"": ""LineString""}";23367;PVC;19830101000000;GRAVITAIRE;35.74;33.38;ANGERS LOIRE METROPOLE;49.21;200;159210
47.47674359845, -0.59893516415;"{""coordinates"": [[-0.5989272808, 47.476731148], [-0.5989430475, 47.4767560489]], ""type"": ""LineString""}";7248;PVC;20060201000000;GRAVITAIRE;46.33;46.28;ANGERS LOIRE METROPOLE;3.01;200;143091
47.44257903489643, -0.4830857701309965;"{""coordinates"": [[-0.4833034361, 47.4429033259], [-0.4833031006, 47.442863809], [-0.4832991493, 47.4428480815], [-0.4832950714, 47.4428324478], [-0.4832905902, 47.4428167363], [-0.4832859825, 47.4428011186], [-0.4832811099, 47.4427855089], [-0.4832759724, 47.4427699072], [-0.4832705758, 47.4427544034], [-0.4832649143, 47.4427389075], [-0.4832591263, 47.4427235055], [-0.4832529409, 47.4427081156], [-0.483246623, 47.4426927296], [-0.4832400462, 47.4426774414], [-0.4832332044, 47.4426621613], [-0.4832261036, 47.442646979], [-0.4832187379, 47.4426318047], [-0.4832111131, 47.4426167283], [-0.483203356, 47.4426016559], [-0.4831953398, 47.4425866813], [-0.4831870645, 47.4425718046], [-0.483094101, 47.4425000585], [-0.4827752388, 47.442418023], [-0.4827587697, 47.4423652172]], ""type"": ""LineString""}";32523;PEHD;20110301000000;REFOUL;0;0;ANGERS LOIRE METROPOLE;80.41;75;617688
47.5911073142, -0.5525119175;"{""coordinates"": [[-0.5526343414, 47.5911823391], [-0.5523894936, 47.5910322893]], ""type"": ""LineString""}";33563;PVC;20001001000000;GRAVITAIRE;33.19;33.02;ANGERS LOIRE METROPOLE;24.85;160;625514
47.589781290450006, -0.55233273265;"{""coordinates"": [[-0.5523823691, 47.5898228499], [-0.5522830962, 47.589739731]], ""type"": ""LineString""}";33566;PVC;20001001000000;GRAVITAIRE;31.01;30.66;ANGERS LOIRE METROPOLE;11.88;160;625521
47.48688518585, -0.6216123125499999;"{""coordinates"": [[-0.6216666969, 47.486840214], [-0.6215579282, 47.4869301577]], ""type"": ""LineString""}";34548;PVC;20100501000000;GRAVITAIRE;30.33;0;ANGERS LOIRE METROPOLE;12.93;200;630172
47.46299711405, -0.5539477633;"{""coordinates"": [[-0.5539749498, 47.4631463767], [-0.5539205768, 47.4628478514]], ""type"": ""LineString""}";8839;AC;19720801000000;GRAVITAIRE;42.39;41.83;ANGERS LOIRE METROPOLE;33.44;150;144682
47.478873908400004, -0.5186502427999999;"{""coordinates"": [[-0.5184119081, 47.4788458301], [-0.5188885775, 47.4789019867]], ""type"": ""LineString""}";13943;AC;19690101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;36.46;150;149786
47.46739380785, -0.5471873634;"{""coordinates"": [[-0.5473927466, 47.4674667789], [-0.5469819802, 47.4673208368]], ""type"": ""LineString""}";14247;AC;19680101000000;GRAVITAIRE;43.08;42.2;ANGERS LOIRE METROPOLE;34.96;150;150090
47.48235919215, -0.5786595447;"{""coordinates"": [[-0.5784874275, 47.4824935117], [-0.5788316619, 47.4822248726]], ""type"": ""LineString""}";14375;PVC;19870101000000;GRAVITAIRE;39.67;39.54;ANGERS LOIRE METROPOLE;39.56;200;150218
47.487188515, -0.57971026475;"{""coordinates"": [[-0.5799994151, 47.4872056651], [-0.5794211144, 47.4871713649]], ""type"": ""LineString""}";14550;PVC;19891101000000;GRAVITAIRE;47.94;47.76;ANGERS LOIRE METROPOLE;43.75;200;150393
47.481787845149995, -0.6767262433000001;"{""coordinates"": [[-0.6765518109, 47.4817673752], [-0.6769006757, 47.4818083151]], ""type"": ""LineString""}";19276;PVC;19950401000000;GRAVITAIRE;63.11;62.2;NON PRIS GESTION;26.68;200;155119
47.4638268439, -0.70791072725;"{""coordinates"": [[-0.7078371578, 47.4638581581], [-0.7079842967, 47.4637955297]], ""type"": ""LineString""}";2450;AC;19830101000000;GRAVITAIRE;70.83;69.79;ANGERS LOIRE METROPOLE;13.1;200;138293
47.4843661112, -0.5152743362000001;"{""coordinates"": [[-0.5153638509, 47.4842396278], [-0.5151848215, 47.4844925946]], ""type"": ""LineString""}";9239;AC;19800101000000;GRAVITAIRE;44.64;44.51;ANGERS LOIRE METROPOLE;31.19;200;145082
47.417910527450005, -0.5277604490500001;"{""coordinates"": [[-0.5278859202, 47.4179131279], [-0.5276349779, 47.417907927]], ""type"": ""LineString""}";9430;PVC;19500101000000;GRAVITAIRE;20.11;19.36;ANGERS LOIRE METROPOLE;18.94;200;145273
47.43509968615, -0.51632941495;"{""coordinates"": [[-0.5164762412, 47.435129607], [-0.5161825887, 47.4350697653]], ""type"": ""LineString""}";12815;AC;19810901000000;GRAVITAIRE;18.25;18.14;ANGERS LOIRE METROPOLE;23.13;150;148658
47.502092246649994, -0.58153778635;"{""coordinates"": [[-0.5813156462, 47.5019627647], [-0.5817599265, 47.5022217286]], ""type"": ""LineString""}";34027;PVC;20080101000000;GRAVITAIRE;53.77;53.5;NON PRIS GESTION;44.15;200;627268
47.499804508400004, -0.58078675405;"{""coordinates"": [[-0.5806266398, 47.499609533], [-0.5809468683, 47.4999994838]], ""type"": ""LineString""}";34029;PVC;20080101000000;GRAVITAIRE;54.11;53.84;NON PRIS GESTION;49.61;200;627272
47.47399278055, -0.53237012015;"{""coordinates"": [[-0.5324576347, 47.4738400961], [-0.5322826056, 47.474145465]], ""type"": ""LineString""}";11133;PVC;20040901000000;GRAVITAIRE;26.49;26.32;ANGERS LOIRE METROPOLE;36.42;200;146976
47.48590641565, -0.5976829324499999;"{""coordinates"": [[-0.597553398, 47.4861392961], [-0.5978124669, 47.4856735352]], ""type"": ""LineString""}";23547;PVC;20000101000000;GRAVITAIRE;43.03;40.72;ANGERS LOIRE METROPOLE;55.34;200;159390
47.4720328891, -0.49219563405;"{""coordinates"": [[-0.4925288415, 47.4720131321], [-0.4918624266, 47.4720526461]], ""type"": ""LineString""}";15360;AC;19750701000000;GRAVITAIRE;39.32;39.16;ANGERS LOIRE METROPOLE;50.43;150;151203
47.4409493208, -0.5622717697999999;"{""coordinates"": [[-0.5622776789, 47.4409513444], [-0.5622658607, 47.4409472972]], ""type"": ""LineString""}";12004;AC;19830301000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;1;200;147847
47.492635533249995, -0.4951274061;"{""coordinates"": [[-0.495233574, 47.4926117021], [-0.4950212382, 47.4926593644]], ""type"": ""LineString""}";31081;PVC;19911001000000;GRAVITAIRE;29.91;29.8;ANGERS LOIRE METROPOLE;16.85;200;610167
47.44914111885, -0.59838207595;"{""coordinates"": [[-0.598280826, 47.4490377982], [-0.5984833259, 47.4492444395]], ""type"": ""LineString""}";31541;AC;19760101000000;GRAVITAIRE;0;44.43;ANGERS LOIRE METROPOLE;27.59;150;613028
47.50803647555, -0.46925361885;"{""coordinates"": [[-0.4691922446, 47.5080763586], [-0.4693149931, 47.5079965925]], ""type"": ""LineString""}";33203;AC;19820101000000;GRAVITAIRE;44.61;44.52;ANGERS LOIRE METROPOLE;12.81;150;623306
47.6171405319, -0.5558032418500001;"{""coordinates"": [[-0.556098657, 47.6170363802], [-0.5555078267, 47.6172446836]], ""type"": ""LineString""}";33650;PVC;20030101000000;GRAVITAIRE;31.88;30.38;ANGERS LOIRE METROPOLE;50.09;200;625681
47.50338998015, -0.5881813312499999;"{""coordinates"": [[-0.5882879939, 47.5033117971], [-0.5880746686, 47.5034681632]], ""type"": ""LineString""}";19582;AC;19500101000000;GRAVITAIRE;44.81;44.75;ANGERS LOIRE METROPOLE;23.67;150;155425
47.46339691365, -0.5042573626;"{""coordinates"": [[-0.5045024028, 47.4634714562], [-0.5040123224, 47.4633223711]], ""type"": ""LineString""}";2772;AC;19860301000000;GRAVITAIRE;37.45;37.25;ANGERS LOIRE METROPOLE;40.5;200;138615
47.4601604741, -0.5570190161499999;"{""coordinates"": [[-0.5572345504, 47.4601414068], [-0.5568034819, 47.4601795414]], ""type"": ""LineString""}";10982;PVC;19670401000000;GRAVITAIRE;41.78;41.44;ANGERS LOIRE METROPOLE;32.78;160;146825
47.49791793375, -0.5792167719500001;"{""coordinates"": [[-0.5793571681, 47.4980768299], [-0.5790763758, 47.4977590376]], ""type"": ""LineString""}";34039;PVC;20080101000000;GRAVITAIRE;54.52;54.32;NON PRIS GESTION;41.18;200;627294
47.44823926694999, -0.5686254936999999;"{""coordinates"": [[-0.5687703461, 47.4481044507], [-0.5684806413, 47.4483740832]], ""type"": ""LineString""}";10922;AC;19720201000000;GRAVITAIRE;31.96;31.79;ANGERS LOIRE METROPOLE;37.09;200;146765
47.514910273699996, -0.5913108947;"{""coordinates"": [[-0.5912590239, 47.5146820531], [-0.5913627655, 47.5151384943]], ""type"": ""LineString""}";6976;PVC;20050601000000;GRAVITAIRE;47.81;47.05;NON PRIS GESTION;51.34;200;142819
47.5279919923, -0.6142136387;"{""coordinates"": [[-0.6141524395, 47.5283462893], [-0.6142748379, 47.5276376953]], ""type"": ""LineString""}";39001;PVC;20131001000000;GRAVITAIRE;57.78;57.15;ANGERS LOIRE METROPOLE;79.32;200;680938
47.437427531, -0.6121036445;"{""coordinates"": [[-0.6124032157, 47.4374552965], [-0.6118040733, 47.4373997655]], ""type"": ""LineString""}";7172;PVC;19880101000000;GRAVITAIRE;55.35;55.14;NON PRIS GESTION;45.61;200;143015
47.449381259549995, -0.5984747433;"{""coordinates"": [[-0.5984498039, 47.4492904169], [-0.5984996827, 47.4494721022]], ""type"": ""LineString""}";23559;PVC;20080101000000;GRAVITAIRE;44.43;44.19;ANGERS LOIRE METROPOLE;20.55;200;159402
47.4877873551, -0.5700431579;"{""coordinates"": [[-0.5703961897, 47.4879168629], [-0.5696901261, 47.4876578473]], ""type"": ""LineString""}";13351;AC;19820601000000;GRAVITAIRE;45.83;45.39;ANGERS LOIRE METROPOLE;60.5;200;149194
47.48092234005, -0.5340219293;"{""coordinates"": [[-0.5338255343, 47.4809798532], [-0.5342183243, 47.4808648269]], ""type"": ""LineString""}";3214;PVC;20060501000000;GRAVITAIRE;40.78;40.18;ANGERS LOIRE METROPOLE;32.25;200;139057
47.480728661049994, -0.6278942271000001;"{""coordinates"": [[-0.6280924622, 47.4804633283], [-0.627695992, 47.4809939938]], ""type"": ""LineString""}";23700;PVC;19850101000000;GRAVITAIRE;48.67;47.6;ANGERS LOIRE METROPOLE;66.13;200;159543
47.4897507058, -0.55201278925;"{""coordinates"": [[-0.5522194334, 47.4897339511], [-0.5518061451, 47.4897674605]], ""type"": ""LineString""}";19180;AC;19850901000000;GRAVITAIRE;40.65;40.45;ANGERS LOIRE METROPOLE;31.37;200;155023
47.3980849251, -0.5205855928500001;"{""coordinates"": [[-0.5208444865, 47.398111506], [-0.5203266992, 47.3980583442]], ""type"": ""LineString""}";15090;PVC;19970601000000;GRAVITAIRE;0;27.3;ANGERS LOIRE METROPOLE;39.53;200;150933
47.46761270030001, -0.5513594834;"{""coordinates"": [[-0.5511903186, 47.4677388296], [-0.5515286482, 47.467486571]], ""type"": ""LineString""}";19190;PVC;20081201000000;GRAVITAIRE;43.66;43.42;ANGERS LOIRE METROPOLE;37.91;200;155033
47.471648285949996, -0.55369268885;"{""coordinates"": [[-0.5538003441, 47.4715742449], [-0.5535850336, 47.471722327]], ""type"": ""LineString""}";15095;AC;19720901000000;GRAVITAIRE;29.33;28.59;ANGERS LOIRE METROPOLE;23.12;200;150938
47.516407297949996, -0.45883092245;"{""coordinates"": [[-0.4584644009, 47.5164830484], [-0.459197444, 47.5163315475]], ""type"": ""LineString""}";33172;PVC;20111001000000;GRAVITAIRE;45.88;45.22;ANGERS LOIRE METROPOLE;57.72;250;623260
47.5157933004, -0.46474145189999994;"{""coordinates"": [[-0.46445673, 47.5158281723], [-0.4650261738, 47.5157584285]], ""type"": ""LineString""}";33181;AC;19500101000000;GRAVITAIRE;0;37.56;ANGERS LOIRE METROPOLE;43.58;150;623272
47.462180187, -0.5626345917;"{""coordinates"": [[-0.5625887596, 47.4621165009], [-0.5626804238, 47.4622438731]], ""type"": ""LineString""}";33243;PVC;20111101000000;GRAVITAIRE;32.43;32.27;ANGERS LOIRE METROPOLE;15.76;200;623563
47.46196235285, -0.5624558657500001;"{""coordinates"": [[-0.5623229719, 47.4618082048], [-0.5625887596, 47.4621165009]], ""type"": ""LineString""}";33244;PVC;20111101000000;GRAVITAIRE;34.31;32.43;ANGERS LOIRE METROPOLE;39.7;200;623565
47.461826386249996, -0.56226630255;"{""coordinates"": [[-0.5622096332, 47.4618445677], [-0.5623229719, 47.4618082048]], ""type"": ""LineString""}";33246;PVC;20111101000000;GRAVITAIRE;35.38;35.31;ANGERS LOIRE METROPOLE;9.45;200;623569
47.4879528738, -0.5614943391499999;"{""coordinates"": [[-0.5614555936, 47.4879960729], [-0.5615330847, 47.4879096747]], ""type"": ""LineString""}";5881;PVC;19870501000000;GRAVITAIRE;34.2;33.88;ANGERS LOIRE METROPOLE;11.24;200;141724
47.45971617819314, -0.5545185461769795;"{""coordinates"": [[-0.5545430118, 47.4598908029], [-0.5545509374, 47.4598901987], [-0.5544864687, 47.459542011], [-0.5544786996, 47.4595429706]], ""type"": ""LineString""}";30621;F;20090901000000;GRAVITAIRE;38.13;37.91;ANGERS LOIRE METROPOLE;40.21;200;607606
47.5233719595, -0.44130562939999995;"{""coordinates"": [[-0.44128594, 47.5232528903], [-0.4413253188, 47.5234910287]], ""type"": ""LineString""}";7274;AC;19811001000000;GRAVITAIRE;36.34;36.22;ANGERS LOIRE METROPOLE;26.64;200;143117
47.47628258344999, -0.60815763995;"{""coordinates"": [[-0.6082247991, 47.4764851103], [-0.6080904808, 47.4760800566]], ""type"": ""LineString""}";22343;PVC;19860301000000;GRAVITAIRE;47.44;47.83;ANGERS LOIRE METROPOLE;46.16;200;158186
47.46643343629256, -0.5828303893910463;"{""coordinates"": [[-0.5829336912, 47.4664478522], [-0.5829022167, 47.4663887702], [-0.5828679245, 47.4664236907], [-0.5828463616, 47.4664504724], [-0.5828325112, 47.4664439689], [-0.5827004733, 47.466451128], [-0.5826922205, 47.4664488629]], ""type"": ""LineString""}";21410;PVC;19750101000000;REFOUL;0;0;ANGERS LOIRE METROPOLE;26.97;200;157253
47.45125737770001, -0.52015178515;"{""coordinates"": [[-0.5201373942, 47.4512775805], [-0.5201661761, 47.4512371749]], ""type"": ""LineString""}";25998;PVC;20040601000000;GRAVITAIRE;29.91;29.77;ANGERS LOIRE METROPOLE;4.99;500;161841
47.45503835905, -0.52706654315;"{""coordinates"": [[-0.5273046709, 47.4550648477], [-0.5268284154, 47.4550118704]], ""type"": ""LineString""}";15613;AC;19820101000000;GRAVITAIRE;36.53;35.92;ANGERS LOIRE METROPOLE;36.39;200;151456
47.54333421515, -0.6727898439;"{""coordinates"": [[-0.6727460183, 47.5432976531], [-0.6728336695, 47.5433707772]], ""type"": ""LineString""}";6796;PVC;20000101000000;GRAVITAIRE;83.11;83;ANGERS LOIRE METROPOLE;10.47;200;142639
47.5429838381, -0.6730409787;"{""coordinates"": [[-0.6730742997, 47.5429590074], [-0.6730076577, 47.5430086688]], ""type"": ""LineString""}";14949;PVC;19990501000000;GRAVITAIRE;83.75;83.49;ANGERS LOIRE METROPOLE;7.46;200;150792
47.433980452, -0.49565211244999996;"{""coordinates"": [[-0.4961226337, 47.4341383072], [-0.4951815912, 47.4338225968]], ""type"": ""LineString""}";668;PVC;19901001000000;GRAVITAIRE;19.03;18.84;ANGERS LOIRE METROPOLE;79.19;200;136511
47.49703247555, -0.5673779848;"{""coordinates"": [[-0.5676612692, 47.4969221603], [-0.5670947004, 47.4971427908]], ""type"": ""LineString""}";33952;PVC;20080101000000;GRAVITAIRE;47.27;46.75;NON PRIS GESTION;49.23;200;627105
47.49723481005, -0.56690963145;"{""coordinates"": [[-0.5670947004, 47.4971427908], [-0.5667245625, 47.4973268293]], ""type"": ""LineString""}";33951;PVC;20080101000000;GRAVITAIRE;46.75;46.25;NON PRIS GESTION;34.59;200;627103
47.47258559030001, -0.58789800125;"{""coordinates"": [[-0.5878348552, 47.4725089898], [-0.5879611473, 47.4726621908]], ""type"": ""LineString""}";28300;AC;19820101000000;GRAVITAIRE;35.48;35.42;PRIVEE;19.51;200;164143
47.480503810849996, -0.56845557185;"{""coordinates"": [[-0.5682176385, 47.4805939119], [-0.5686935052, 47.4804137098]], ""type"": ""LineString""}";32628;PVC;20110301000000;GRAVITAIRE;41.59;41.35;ANGERS LOIRE METROPOLE;41.08;200;618263
47.559849120349995, -0.6692513671;"{""coordinates"": [[-0.6692403386, 47.559856989], [-0.6692623956, 47.5598412517]], ""type"": ""LineString""}";10769;PVC;19980501000000;GRAVITAIRE;0;54.06;NON PRIS GESTION;2.41;200;146612
47.4598335899, -0.7124417908;"{""coordinates"": [[-0.7120104837, 47.4597523688], [-0.7128730979, 47.459914811]], ""type"": ""LineString""}";11588;PVC;19970101000000;GRAVITAIRE;48.15;47.69;ANGERS LOIRE METROPOLE;67.5;200;147431
47.4640799359, -0.7078152012000001;"{""coordinates"": [[-0.7077932446, 47.4643017137], [-0.7078371578, 47.4638581581]], ""type"": ""LineString""}";14597;AC;19830101000000;GRAVITAIRE;71.99;70.83;ANGERS LOIRE METROPOLE;49.42;200;150440
47.5759685918, -0.6605203241;"{""coordinates"": [[-0.6606403126, 47.5760152198], [-0.6604003356, 47.5759219638]], ""type"": ""LineString""}";44803;PVC;19950801000000;GRAVITAIRE;0;48.77;ANGERS LOIRE METROPOLE;20.82;160;733562
47.47436761665, -0.5484127907;"{""coordinates"": [[-0.5482763185, 47.4743127436], [-0.5485492629, 47.4744224897]], ""type"": ""LineString""}";24925;AC;19701001000000;GRAVITAIRE;0;20.53;ANGERS LOIRE METROPOLE;23.92;150;160768
47.433618780749995, -0.6113270873500001;"{""coordinates"": [[-0.6114925043, 47.433471376], [-0.6111616704, 47.4337661855]], ""type"": ""LineString""}";16742;PVC;19850101000000;GRAVITAIRE;61.87;61.32;ANGERS LOIRE METROPOLE;41.19;200;152585
47.4990940241, -0.5824409080499999;"{""coordinates"": [[-0.5822485876, 47.4989249012], [-0.5826332285, 47.499263147]], ""type"": ""LineString""}";33941;PVC;20080101000000;GRAVITAIRE;51.74;51.15;NON PRIS GESTION;47.48;200;627080
47.451405539, -0.61245604425;"{""coordinates"": [[-0.6121851888, 47.4512975885], [-0.6127268997, 47.4515134895]], ""type"": ""LineString""}";39135;PVC;20101101000000;GRAVITAIRE;52.41;51.33;NON PRIS GESTION;47.38;200;682193
47.54211418459999, -0.5706129199500001;"{""coordinates"": [[-0.5709779719, 47.5420890443], [-0.570247868, 47.5421393249]], ""type"": ""LineString""}";35484;PVC;20070301000000;GRAVITAIRE;28.25;27.5;NON PRIS GESTION;56.31;200;637126
47.54215061355, -0.5700470379;"{""coordinates"": [[-0.570247868, 47.5421393249], [-0.5698462078, 47.5421619022]], ""type"": ""LineString""}";35485;PVC;20070301000000;GRAVITAIRE;26.32;26.09;NON PRIS GESTION;29.7;200;637128
47.5421617051, -0.5695813745;"{""coordinates"": [[-0.5698462078, 47.5421619022], [-0.5693165412, 47.542161508]], ""type"": ""LineString""}";35486;PVC;20070301000000;GRAVITAIRE;26.09;25.45;NON PRIS GESTION;42.13;200;637130
47.423557669000004, -0.5518536099;"{""coordinates"": [[-0.5519244366, 47.4235612959], [-0.5517827832, 47.4235540421]], ""type"": ""LineString""}";42146;GRES;20140601000000;GRAVITAIRE;17.19;17.13;ANGERS LOIRE METROPOLE;10.72;300;712429
47.5598730319, -0.67162736455;"{""coordinates"": [[-0.6714896469, 47.5597410308], [-0.6717650822, 47.560005033]], ""type"": ""LineString""}";15941;PVC;20020101000000;GRAVITAIRE;54.81;54.47;ANGERS LOIRE METROPOLE;35.93;200;151784
47.432976857300005, -0.7032761214000001;"{""coordinates"": [[-0.7032846064, 47.4329814927], [-0.7032676364, 47.4329722219]], ""type"": ""LineString""}";9249;PVC;19890101000000;GRAVITAIRE;0;69.48;NON PRIS GESTION;1.64;200;145092
47.43357300625, -0.7002614827;"{""coordinates"": [[-0.7003308701, 47.4336984272], [-0.7001920953, 47.4334475853]], ""type"": ""LineString""}";13673;PVC;19950701000000;GRAVITAIRE;69.66;69.36;NON PRIS GESTION;29.79;200;149516
47.457593945499994, -0.5554442414;"{""coordinates"": [[-0.5557050673, 47.4576932866], [-0.5551834155, 47.4574946044]], ""type"": ""LineString""}";32788;PVC;20110901000000;GRAVITAIRE;37.05;36.59;ANGERS LOIRE METROPOLE;45.11;200;618671
47.4573857469, -0.5549026377;"{""coordinates"": [[-0.5551834155, 47.4574946044], [-0.5546218599, 47.4572768894]], ""type"": ""LineString""}";32789;PVC;20110901000000;GRAVITAIRE;36.59;36.36;ANGERS LOIRE METROPOLE;48.77;200;618672
47.46063343505, -0.5521337674;"{""coordinates"": [[-0.5521470751, 47.4607023577], [-0.5521204597, 47.4605645124]], ""type"": ""LineString""}";32543;PVC;20110601000000;GRAVITAIRE;38.05;37.72;ANGERS LOIRE METROPOLE;15.46;200;618100
47.4697093619, -0.5509788771499999;"{""coordinates"": [[-0.5508534741, 47.4696292552], [-0.5511042802, 47.4697894686]], ""type"": ""LineString""}";25229;AC;19721201000000;GRAVITAIRE;43.12;42.17;ANGERS LOIRE METROPOLE;25.98;150;161072
47.4346006298, -0.7041056048500001;"{""coordinates"": [[-0.7039172163, 47.4345968627], [-0.7042939934, 47.4346043969]], ""type"": ""LineString""}";25354;AC;19791001000000;GRAVITAIRE;72.88;72.72;ANGERS LOIRE METROPOLE;28.43;150;161197
47.445183841100004, -0.50588303935;"{""coordinates"": [[-0.5058650285, 47.4451864592], [-0.5059010502, 47.445181223]], ""type"": ""LineString""}";38807;PVC;20121201000000;GRAVITAIRE;23.54;23.52;ANGERS LOIRE METROPOLE;2.78;200;677139
47.45837162725, -0.54007142455;"{""coordinates"": [[-0.5400762739, 47.4583676968], [-0.5400665752, 47.4583755577]], ""type"": ""LineString""}";7876;PVC;19870901000000;GRAVITAIRE;0;41.24;NON PRIS GESTION;1.14;200;143719
47.38547605095, -0.6638582423;"{""coordinates"": [[-0.663845809, 47.385487072], [-0.6638706756, 47.3854650299]], ""type"": ""LineString""}";26641;PVC;19830101000000;GRAVITAIRE;0;41.38;ANGERS LOIRE METROPOLE;3.09;200;162484
47.57999689470001, -0.5449221471500001;"{""coordinates"": [[-0.5449864796, 47.5801528949], [-0.5448578147, 47.5798408945]], ""type"": ""LineString""}";33405;AC;19781101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;36.01;150;625069
47.488522026159366, -0.5491791616168569;"{""coordinates"": [[-0.5486350254, 47.4889763219], [-0.5486482787, 47.4889619583], [-0.5486620904, 47.488926148], [-0.5486717043, 47.4889109959], [-0.5487021313, 47.4888952043], [-0.5496717073, 47.4881362595], [-0.5497190332, 47.4880990588], [-0.5497211198, 47.4880885499], [-0.5497057381, 47.4880770472]], ""type"": ""LineString""}";35401;PEHD;19920601000000;REFOUL;0;0;ANGERS LOIRE METROPOLE;130.7;90;635695
47.562691815499996, -0.6721232821500001;"{""coordinates"": [[-0.6724747798, 47.562646033], [-0.6717717845, 47.562737598]], ""type"": ""LineString""}";22633;F;20000701000000;GRAVITAIRE;40.53;39.76;ANGERS LOIRE METROPOLE;53.87;250;158476
47.51841844145, -0.464884973;"{""coordinates"": [[-0.4646166134, 47.5185056285], [-0.4651533326, 47.5183312544]], ""type"": ""LineString""}";166;PVC;19881001000000;GRAVITAIRE;38.11;37.79;ANGERS LOIRE METROPOLE;44.83;200;136009
47.4756879553, -0.638103117;"{""coordinates"": [[-0.63834181, 47.4757435566], [-0.637864424, 47.475632354]], ""type"": ""LineString""}";1092;PVC;19870101000000;GRAVITAIRE;61.56;61.39;ANGERS LOIRE METROPOLE;38.05;200;136935
