Geo Point;Geo Shape;GID;MATERIAU;DATEPOSE;ECOUNORM;ZAMONT;ZAVAL;EXPLOIT;LONGUEUR;DIAMETRE;NUMERO
47.45118545115, -0.41742152019999995;"{""coordinates"": [[-0.4171061436, 47.4512876151], [-0.4177368968, 47.4510832872]], ""type"": ""LineString""}";69717;PVC;20220601000000;GRAVITAIRE;20.8;20.54;NON PRIS GESTION;52.71;200;1868531
47.47119430395, -0.6357520153500001;"{""coordinates"": [[-0.6356821634, 47.4710140257], [-0.6358218673, 47.4713745822]], ""type"": ""LineString""}";69168;PVC;20150401000000;GRAVITAIRE;59.5;58.92;NON PRIS GESTION;41.44;200;1865792
47.470849079050005, -0.63577883305;"{""coordinates"": [[-0.6358755027, 47.4706841324], [-0.6356821634, 47.4710140257]], ""type"": ""LineString""}";69169;PVC;20150401000000;GRAVITAIRE;60.67;59.5;NON PRIS GESTION;39.47;200;1865794
47.4702577153, -0.6360529312000001;"{""coordinates"": [[-0.6361223316, 47.4700300998], [-0.6359835308, 47.4704853308]], ""type"": ""LineString""}";69172;PVC;20150401000000;GRAVITAIRE;62.89;61.7;NON PRIS GESTION;51.68;200;1865800
47.46971636845, -0.63696602625;"{""coordinates"": [[-0.6370027141, 47.4695928403], [-0.6369293384, 47.4698398966]], ""type"": ""LineString""}";69177;PVC;20150401000000;GRAVITAIRE;65.85;65.06;NON PRIS GESTION;28.02;200;1865810
47.469389457800006, -0.6370974738499999;"{""coordinates"": [[-0.6371922336, 47.4691860753], [-0.6370027141, 47.4695928403]], ""type"": ""LineString""}";69178;PVC;20150401000000;GRAVITAIRE;68.04;65.85;NON PRIS GESTION;47.42;200;1865812
47.484571500399994, -0.58165671465;"{""coordinates"": [[-0.5813883088, 47.4846460059], [-0.5819251205, 47.4844969949]], ""type"": ""LineString""}";69251;PVC;20210101000000;GRAVITAIRE;46.31;46.12;NON PRIS GESTION;43.72;200;1866200
47.48401101005, -0.48395909435;"{""coordinates"": [[-0.4838101199, 47.4839278526], [-0.4841080688, 47.4840941675]], ""type"": ""LineString""}";62927;PVC;19980401000000;GRAVITAIRE;27.02;26.83;ANGERS LOIRE METROPOLE;29.09;250;1614986
47.47445255375, -0.62951304295;"{""coordinates"": [[-0.6297931786, 47.4745075], [-0.6292329073, 47.4743976075]], ""type"": ""LineString""}";73534;PP;20241001000000;GRAVITAIRE;51.65;51.62;ANGERS LOIRE METROPOLE;43.96;315;1912411
47.4743799406, -0.6286504559;"{""coordinates"": [[-0.6286353778, 47.4743915351], [-0.628665534, 47.4743683461]], ""type"": ""LineString""}";73536;PVC;20241001000000;GRAVITAIRE;0;51.62;ANGERS LOIRE METROPOLE;3.44;160;1912416
47.474172303850004, -0.62767877035;"{""coordinates"": [[-0.6276612264, 47.4742148612], [-0.6276963143, 47.4741297465]], ""type"": ""LineString""}";73552;PP;20241001000000;GRAVITAIRE;54.11;0;ANGERS LOIRE METROPOLE;9.83;200;1912496
47.44936964901009, -0.41596674480043627;"{""coordinates"": [[-0.4156537079, 47.4493595593], [-0.4157022535, 47.4493610937], [-0.4157436164, 47.4493623906], [-0.4157857799, 47.4493637538], [-0.4158756942, 47.4493666749], [-0.4159629473, 47.4493694946], [-0.4160458171, 47.4493722639], [-0.4160752106, 47.4493731947], [-0.4161673828, 47.4493761388], [-0.4162797786, 47.4493798347]], ""type"": ""LineString""}";69723;PVC;20220601000000;GRAVITAIRE;22.26;22.02;NON PRIS GESTION;47.27;200;1868543
47.4476659625, -0.41672413045;"{""coordinates"": [[-0.4167767607, 47.4476536452], [-0.4166715002, 47.4476782798]], ""type"": ""LineString""}";69731;PVC;20220601000000;GRAVITAIRE;23.15;23.1;NON PRIS GESTION;8.4;200;1868559
47.48468919530001, -0.58056022595;"{""coordinates"": [[-0.5801758711, 47.4846645095], [-0.5809445808, 47.4847138811]], ""type"": ""LineString""}";69255;PVC;20210101000000;GRAVITAIRE;47.56;46.51;NON PRIS GESTION;58.19;200;1866208
47.48526427545, -0.5789821121500001;"{""coordinates"": [[-0.5788103596, 47.4854366267], [-0.5791538647, 47.4850919242]], ""type"": ""LineString""}";69258;PVC;20210101000000;GRAVITAIRE;47.83;47.58;NON PRIS GESTION;46.25;200;1866216
47.4846199822, -0.5782409608000001;"{""coordinates"": [[-0.5782800191, 47.4843757926], [-0.5782019025, 47.4848641718]], ""type"": ""LineString""}";69263;PVC;20210101000000;GRAVITAIRE;46.83;46.55;NON PRIS GESTION;54.61;200;1866225
47.4866453085, -0.5242665038500001;"{""coordinates"": [[-0.5244839395, 47.4866331361], [-0.5240490682, 47.4866574809]], ""type"": ""LineString""}";70919;PVC;20220301000000;GRAVITAIRE;41.1;40.66;ANGERS LOIRE METROPOLE;32.88;200;1878260
47.486728511799996, -0.5256867668;"{""coordinates"": [[-0.5257068062, 47.4868871801], [-0.5256667274, 47.4865698435]], ""type"": ""LineString""}";70920;PVC;20220301000000;GRAVITAIRE;42.96;42.43;ANGERS LOIRE METROPOLE;35.41;200;1878261
47.56423142845, -0.50706438755;"{""coordinates"": [[-0.5071268279, 47.5642904898], [-0.5070019472, 47.5641723671]], ""type"": ""LineString""}";67923;PVC;20210901000000;GRAVITAIRE;19.07;18.98;ANGERS LOIRE METROPOLE;16.15;200;1770614
47.5647140568, -0.507548756;"{""coordinates"": [[-0.5076052391, 47.5647976534], [-0.5074922729, 47.5646304602]], ""type"": ""LineString""}";67925;PVC;20210901000000;GRAVITAIRE;19.27;19.23;ANGERS LOIRE METROPOLE;20.44;200;1770618
47.5649870438, -0.5074523558999999;"{""coordinates"": [[-0.5072994727, 47.5651764342], [-0.5076052391, 47.5647976534]], ""type"": ""LineString""}";67926;PVC;20210901000000;GRAVITAIRE;19.42;19.27;ANGERS LOIRE METROPOLE;47.99;200;1770620
47.56385155095, -0.5078338688499999;"{""coordinates"": [[-0.5076872091, 47.5637149118], [-0.5079805286, 47.5639881901]], ""type"": ""LineString""}";67932;PVC;20210901000000;GRAVITAIRE;18.47;17.97;ANGERS LOIRE METROPOLE;37.55;200;1770633
47.50546585605, -0.6069540797499999;"{""coordinates"": [[-0.6071582298, 47.505458582], [-0.6067499297, 47.5054731301]], ""type"": ""LineString""}";69362;AC;19500101000000;GRAVITAIRE;42.06;0;ANGERS LOIRE METROPOLE;30.8;200;1867170
47.449128422504316, -0.41702725195059226;"{""coordinates"": [[-0.417563157, 47.4508772093], [-0.4175612581, 47.4508848285], [-0.4175619174, 47.450895073], [-0.4177244743, 47.4508923304], [-0.4177368556, 47.4508805293], [-0.4177588827, 47.4507484258], [-0.417771746, 47.4505749974], [-0.4177763064, 47.4505241725], [-0.4177845455, 47.4504438873], [-0.4177912589, 47.4503667085], [-0.4177990689, 47.4502756318], [-0.417806748, 47.4501907713], [-0.4178136774, 47.4501025118], [-0.417822289, 47.4500156429], [-0.4178252893, 47.4499467672], [-0.4178258294, 47.449897412], [-0.4178276095, 47.4498322638], [-0.4178269092, 47.4497533238], [-0.4178296417, 47.4496741019], [-0.4178293631, 47.4495996511], [-0.4178298572, 47.4495289589], [-0.417831447, 47.4493969202], [-0.4178228227, 47.4493907831], [-0.4174086889, 47.4493864796], [-0.4172611056, 47.4493846369], [-0.4171146279, 47.4493814108], [-0.4169792964, 47.4493801954], [-0.4168481868, 47.4493785848], [-0.4167123427, 47.4493776543], [-0.4165808299, 47.4493759653], [-0.4164459878, 47.4493741045], [-0.4163076266, 47.4493732482], [-0.4162862132, 47.4493581258], [-0.4162754877, 47.4492574239], [-0.4162608747, 47.4491581876], [-0.4162481929, 47.449066277], [-0.4162335896, 47.4489836969], [-0.4162482253, 47.448932664], [-0.4162663676, 47.4488763052], [-0.4162930159, 47.4487891728], [-0.4163151064, 47.4487199121], [-0.4163377947, 47.4486455018], [-0.416382897, 47.4485068632], [-0.4163834081, 47.4485003655], [-0.4163831533, 47.4484943407], [-0.4163888863, 47.4484287155], [-0.4163920593, 47.4483521817], [-0.416398499, 47.4482789726], [-0.4164017409, 47.4482262061], [-0.4164010606, 47.4481496063], [-0.4164057048, 47.4480835632], [-0.4164054878, 47.4479687748], [-0.4164067201, 47.4479672977], [-0.4164676615, 47.4479036396], [-0.4165115864, 47.4478560613], [-0.416585697, 47.447778418], [-0.4166272265, 47.447734872], [-0.416681643, 47.4476770792], [-0.4166924866, 47.4476682048], [-0.4167168445, 47.4475950054], [-0.416745152, 47.4475151165], [-0.4169268276, 47.4471144835], [-0.4169266951, 47.4471144874]], ""type"": ""LineString""}";69733;PVC;20220601000000;REFOUL;0;0;ANGERS LOIRE METROPOLE;558.4;110;1868563
47.5070698638, -0.58686516175;"{""coordinates"": [[-0.5868511746, 47.5070988414], [-0.5868791489, 47.5070408862]], ""type"": ""LineString""}";70321;AC;19740101000000;GRAVITAIRE;52.71;51.61;ANGERS LOIRE METROPOLE;6.78;150;1873009
47.50538727755, -0.58907487385;"{""coordinates"": [[-0.5892898943, 47.5055740539], [-0.5888598534, 47.5052005012]], ""type"": ""LineString""}";73402;PP;20241001000000;GRAVITAIRE;45.6;44.82;ANGERS LOIRE METROPOLE;52.67;160;1910715
47.5423306929, -0.57200460135;"{""coordinates"": [[-0.5721730356, 47.5425944396], [-0.5718361671, 47.5420669462]], ""type"": ""LineString""}";73003;PVC;20240201000000;GRAVITAIRE;28.87;28.51;NON PRIS GESTION;63.89;200;1903686
47.47514987365, -0.5516525613500001;"{""coordinates"": [[-0.5516308873, 47.4751415362], [-0.5516742354, 47.4751582111]], ""type"": ""LineString""}";70939;PVC;20170701000000;GRAVITAIRE;16.75;16.68;ANGERS LOIRE METROPOLE;3.76;200;1878361
47.47513997980001, -0.55159220305;"{""coordinates"": [[-0.551567422, 47.4751437584], [-0.5516169841, 47.4751362012]], ""type"": ""LineString""}";70941;PP;20230301000000;GRAVITAIRE;16.78;16.75;ANGERS LOIRE METROPOLE;3.83;200;1878365
47.474898126956546, -0.5525302690628856;"{""coordinates"": [[-0.5528303957, 47.4748261368], [-0.5528241184, 47.4748275905], [-0.5527307954, 47.4748500009], [-0.5527177226, 47.4748531044], [-0.5526957639, 47.4748583721], [-0.5525631019, 47.4748902766], [-0.5523799737, 47.4749340882], [-0.552234389, 47.4749693612], [-0.5522302081, 47.4749703903]], ""type"": ""LineString""}";70943;PVC;20230301000000;GRAVITAIRE;18.62;18.13;ANGERS LOIRE METROPOLE;48;200;1878368
47.474455922749996, -0.5552616343;"{""coordinates"": [[-0.555247623, 47.4744916054], [-0.5552756456, 47.4744202401]], ""type"": ""LineString""}";61582;F;20171201000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;8.21;250;1470701
47.53212398645, -0.5698268465;"{""coordinates"": [[-0.5697990899, 47.5321362788], [-0.5698546031, 47.5321116941]], ""type"": ""LineString""}";61641;PVC;20180501000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;4.99;200;1470799
47.5209466382, -0.6637851533000001;"{""coordinates"": [[-0.6638125942, 47.5209243823], [-0.6637577124, 47.5209688941]], ""type"": ""LineString""}";67406;PVC;20210601000000;GRAVITAIRE;42.66;42.59;NON PRIS GESTION;6.45;200;1651568
47.521543464649994, -0.6630976621;"{""coordinates"": [[-0.6630754298, 47.5216603735], [-0.6631198944, 47.5214265558]], ""type"": ""LineString""}";67408;PVC;20210601000000;GRAVITAIRE;44.1;43.86;NON PRIS GESTION;26.21;160;1651572
47.49544606290779, -0.428970586397458;"{""coordinates"": [[-0.4291947751, 47.495535609], [-0.4289096303, 47.4954217165], [-0.4287463985, 47.4953565148]], ""type"": ""LineString""}";61881;PVC;20170501000000;GRAVITAIRE;35.85;35.49;ANGERS LOIRE METROPOLE;39.21;200;1481440
47.49649816510379, -0.4281145449315014;"{""coordinates"": [[-0.4277380767, 47.4964194928], [-0.428323614, 47.4965418505], [-0.4284910089, 47.4965768578]], ""type"": ""LineString""}";61885;PVC;20170501000000;GRAVITAIRE;35.91;35.54;ANGERS LOIRE METROPOLE;59.37;200;1481450
47.495269043700006, -0.42739334524999995;"{""coordinates"": [[-0.4272226193, 47.4953171005], [-0.4275640712, 47.4952209869]], ""type"": ""LineString""}";61895;PVC;20170501000000;GRAVITAIRE;35.05;34.81;ANGERS LOIRE METROPOLE;27.86;200;1481469
47.466896512199995, -0.4994394179;"{""coordinates"": [[-0.4996509738, 47.4669071171], [-0.499227862, 47.4668859073]], ""type"": ""LineString""}";73808;PVC;20241001000000;GRAVITAIRE;39.12;38.85;ANGERS LOIRE METROPOLE;31.98;200;1915245
47.47511557013423, -0.5516670813441995;"{""coordinates"": [[-0.5517171419, 47.4750948529], [-0.5517134007, 47.4750964987], [-0.5516169841, 47.4751362012]], ""type"": ""LineString""}";70945;PVC;20230301000000;GRAVITAIRE;17.49;17.33;ANGERS LOIRE METROPOLE;8.84;200;1878371
47.47054415395, -0.34501339774999995;"{""coordinates"": [[-0.3450947014, 47.4707618793], [-0.3449320941, 47.4703264286]], ""type"": ""LineString""}";70955;PVC;20221001000000;GRAVITAIRE;22.13;21.46;ANGERS LOIRE METROPOLE;49.94;200;1878426
47.521921239099996, -0.6630426701500001;"{""coordinates"": [[-0.6630397806, 47.5219679294], [-0.6630455597, 47.5218745488]], ""type"": ""LineString""}";67410;PVC;20210601000000;GRAVITAIRE;46.12;45.74;NON PRIS GESTION;10.39;160;1651576
47.487188679688664, -0.524721085370501;"{""coordinates"": [[-0.5247832908, 47.4871882784], [-0.5246862303, 47.4871888995], [-0.5246588801, 47.4871891039]], ""type"": ""LineString""}";70893;PVC;20220301000000;GRAVITAIRE;42.22;41.92;ANGERS LOIRE METROPOLE;9.38;200;1878232
47.46748893288152, -0.34391831815079227;"{""coordinates"": [[-0.3434683959, 47.4673546757], [-0.3435024951, 47.4673648521], [-0.3438055983, 47.4674552885], [-0.3439670287, 47.4675034615], [-0.3441143876, 47.4675474502], [-0.3443682386, 47.4676231961]], ""type"": ""LineString""}";70966;PVC;20221001000000;GRAVITAIRE;19.06;18.75;ANGERS LOIRE METROPOLE;74.11;160;1878446
47.465847876765146, -0.5382575469441533;"{""coordinates"": [[-0.5382565694, 47.4658377321], [-0.538256237, 47.4658407136], [-0.538259248, 47.4658579992]], ""type"": ""LineString""}";71472;;20220601000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;2.27;200;1886773
47.49070865549451, -0.5298951984907163;"{""coordinates"": [[-0.5297295085, 47.4909986081], [-0.5298863385, 47.4907241465], [-0.5300608997, 47.4904187093]], ""type"": ""LineString""}";71028;PVC;20230601000000;GRAVITAIRE;40.47;40.18;ANGERS LOIRE METROPOLE;69.14;315;1879572
47.48943945999198, -0.5310641379082744;"{""coordinates"": [[-0.5308689482, 47.4895617727], [-0.5308913958, 47.4895477606], [-0.5311317721, 47.4893970686], [-0.5312592895, 47.4893170864]], ""type"": ""LineString""}";71032;PVC;20230601000000;GRAVITAIRE;39.57;39.4;ANGERS LOIRE METROPOLE;40.06;315;1879580
47.48886775859481, -0.5314620616875835;"{""coordinates"": [[-0.531363442, 47.4891355331], [-0.5313958394, 47.4890474741], [-0.5314360145, 47.4889385581], [-0.5315606665, 47.4885999786]], ""type"": ""LineString""}";71034;PVC;20230601000000;GRAVITAIRE;39.13;38.45;ANGERS LOIRE METROPOLE;61.37;315;1879584
47.4600423924, -0.7080708433;"{""coordinates"": [[-0.7080189723, 47.4601913356], [-0.7081227143, 47.4598934492]], ""type"": ""LineString""}";57785;PVC;20150301000000;GRAVITAIRE;58.25;57.92;NON PRIS GESTION;34.03;200;948666
47.4596511879, -0.7059729565999999;"{""coordinates"": [[-0.7058408744, 47.4596022091], [-0.7061050388, 47.4597001667]], ""type"": ""LineString""}";57901;PVC;20110601000000;GRAVITAIRE;60.9;60.68;NON PRIS GESTION;22.7;200;948922
47.49364813079732, -0.524078694718712;"{""coordinates"": [[-0.5240561506, 47.4933608795], [-0.5240588785, 47.4933919499], [-0.5240640784, 47.4934582403], [-0.5240739233, 47.4935824643], [-0.5240869829, 47.4937490888], [-0.5240944726, 47.4938438518], [-0.5240972456, 47.4939356072]], ""type"": ""LineString""}";62144;PVC;20130501000000;GRAVITAIRE;31.8;30.36;NON PRIS GESTION;63.98;200;1483488
47.4942943041, -0.523994595;"{""coordinates"": [[-0.5240010541, 47.4942775398], [-0.5239881359, 47.4943110684]], ""type"": ""LineString""}";62148;PVC;20130501000000;GRAVITAIRE;0;0;NON PRIS GESTION;3.85;200;1483505
47.50353338595, -0.58575062825;"{""coordinates"": [[-0.5855581477, 47.5035677234], [-0.5859431088, 47.5034990485]], ""type"": ""LineString""}";74124;PVC;20241201000000;GRAVITAIRE;46.39;46.26;ANGERS LOIRE METROPOLE;29.99;200;1917396
47.48925482205, -0.52854594825;"{""coordinates"": [[-0.5283726183, 47.489266195], [-0.5287192782, 47.4892434491]], ""type"": ""LineString""}";72600;PVC;20240501000000;GRAVITAIRE;45.97;45.79;ANGERS LOIRE METROPOLE;26.24;160;1898530
47.488996668249996, -0.5300151827999999;"{""coordinates"": [[-0.5299042505, 47.4891722147], [-0.5301261151, 47.4888211218]], ""type"": ""LineString""}";72602;PVC;20240501000000;GRAVITAIRE;44.51;44.09;ANGERS LOIRE METROPOLE;42.46;160;1898534
47.4894773113, -0.5289054631500001;"{""coordinates"": [[-0.5288002104, 47.4894816526], [-0.5290107159, 47.48947297]], ""type"": ""LineString""}";72605;PVC;20240501000000;GRAVITAIRE;45.48;45.29;ANGERS LOIRE METROPOLE;15.89;160;1898540
47.459343829, -0.70662415805;"{""coordinates"": [[-0.7064580736, 47.4592927911], [-0.7067902425, 47.4593948669]], ""type"": ""LineString""}";57906;PVC;20110601000000;GRAVITAIRE;59.19;58.93;NON PRIS GESTION;27.5;200;948944
47.46029198149992, -0.7063923315289319;"{""coordinates"": [[-0.7063312533, 47.4604070894], [-0.7064307595, 47.460219562], [-0.7064534058, 47.4601768715]], ""type"": ""LineString""}";57944;PVC;20110601000000;GRAVITAIRE;61.4;60.7;NON PRIS GESTION;27.2;200;948984
47.45908073015, -0.7070270936500002;"{""coordinates"": [[-0.7069647476, 47.4591424356], [-0.7070894397, 47.4590190247]], ""type"": ""LineString""}";57947;PVC;20110601000000;GRAVITAIRE;58.09;57.79;NON PRIS GESTION;16.63;200;948989
47.50451992045, -0.5866589898500001;"{""coordinates"": [[-0.5865187089, 47.5045107241], [-0.5867992708, 47.5045291168]], ""type"": ""LineString""}";74129;PVC;20241201000000;GRAVITAIRE;45.74;45.47;ANGERS LOIRE METROPOLE;21.23;200;1917407
47.45879101845, -0.7072632578;"{""coordinates"": [[-0.7073088462, 47.4587992796], [-0.7072176694, 47.4587827573]], ""type"": ""LineString""}";57950;PVC;20110601000000;GRAVITAIRE;57.35;57.29;NON PRIS GESTION;7.12;200;948995
47.4593309393, -0.70906339935;"{""coordinates"": [[-0.7090057632, 47.4592709269], [-0.7091210355, 47.4593909517]], ""type"": ""LineString""}";57982;PVC;20000701000000;GRAVITAIRE;55.23;54.9;ANGERS LOIRE METROPOLE;15.92;200;949100
47.47491352463542, -0.5606630343698742;"{""coordinates"": [[-0.5606273563, 47.4749876426], [-0.5606627936, 47.4749140662], [-0.560689364, 47.4748587716], [-0.5606986886, 47.4748393952]], ""type"": ""LineString""}";67097;PVC;20210801000000;GRAVITAIRE;18.95;18.88;ANGERS LOIRE METROPOLE;17.34;160;1649779
47.495956627356634, -0.320738548535816;"{""coordinates"": [[-0.3209605405, 47.496027361], [-0.3208617416, 47.4959960802], [-0.320729451, 47.4959518074], [-0.3205157359, 47.4958885381]], ""type"": ""LineString""}";67103;AC;19500101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;36.9;150;1649979
47.484314464, -0.5269384031;"{""coordinates"": [[-0.526959611, 47.4844836763], [-0.5269171952, 47.4841452517]], ""type"": ""LineString""}";64484;PVC;20200301000000;GRAVITAIRE;36.57;36.43;ANGERS LOIRE METROPOLE;37.76;250;1624705
47.485351213, -0.527058247;"{""coordinates"": [[-0.527062094, 47.4853821142], [-0.5270544, 47.4853203118]], ""type"": ""LineString""}";64488;PVC;20200301000000;GRAVITAIRE;39.8;39.5;ANGERS LOIRE METROPOLE;6.9;250;1624714
47.5763567486, -0.65995612495;"{""coordinates"": [[-0.6599376047, 47.5764199601], [-0.6599746452, 47.5762935371]], ""type"": ""LineString""}";64006;PVC;20191101000000;GRAVITAIRE;46.33;45.28;ANGERS LOIRE METROPOLE;14.33;160;1621669
47.43502052224999, -0.5232323106000001;"{""coordinates"": [[-0.5231431036, 47.4349910566], [-0.5233215176, 47.4350499879]], ""type"": ""LineString""}";73747;PP;20241201000000;GRAVITAIRE;17.95;17.9;ANGERS LOIRE METROPOLE;14.97;200;1914590
47.43489390255, -0.52357949065;"{""coordinates"": [[-0.5235427011, 47.4348074162], [-0.5236162802, 47.4349803889]], ""type"": ""LineString""}";73746;PP;20241201000000;GRAVITAIRE;17.91;17.86;ANGERS LOIRE METROPOLE;20.01;200;1914579
47.4345967341, -0.52525485465;"{""coordinates"": [[-0.5249440405, 47.4346693494], [-0.5255656688, 47.4345241188]], ""type"": ""LineString""}";73751;PP;20241201000000;GRAVITAIRE;17.68;17.54;ANGERS LOIRE METROPOLE;49.59;200;1914598
47.47865417595, -0.5950289064500001;"{""coordinates"": [[-0.5950323301, 47.4786478564], [-0.5950254828, 47.4786604955]], ""type"": ""LineString""}";70094;PVC;20221101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;1.5;160;1871842
47.4853155658, -0.52714493995;"{""coordinates"": [[-0.5272354799, 47.4853108198], [-0.5270544, 47.4853203118]], ""type"": ""LineString""}";64642;PVC;20200301000000;GRAVITAIRE;40.46;39.5;ANGERS LOIRE METROPOLE;13.69;200;1625161
47.477767254232795, -0.5921554497274681;"{""coordinates"": [[-0.5922710476, 47.4775529619], [-0.5922093271, 47.4776673461], [-0.5920398699, 47.4779815563]], ""type"": ""LineString""}";70110;PVC;20221101000000;GRAVITAIRE;47.56;46.5;ANGERS LOIRE METROPOLE;50.73;200;1871865
47.47832214599825, -0.5935343252718284;"{""coordinates"": [[-0.5938407687, 47.4783921259], [-0.5938050255, 47.4783840539], [-0.5937541643, 47.4783724004], [-0.593621013, 47.4783419676], [-0.5932278987, 47.4782520918]], ""type"": ""LineString""}";70115;PVC;20221101000000;GRAVITAIRE;47.1;46.72;ANGERS LOIRE METROPOLE;48.75;200;1871874
47.5057784862, -0.5807386115;"{""coordinates"": [[-0.5804486787, 47.505568175], [-0.5810285443, 47.5059887974]], ""type"": ""LineString""}";66326;NC;20210401000000;GRAVITAIRE;53.68;53.38;ANGERS LOIRE METROPOLE;63.99;200;1643030
47.4276170575, -0.7023681651;"{""coordinates"": [[-0.7023816742, 47.4274491297], [-0.702354656, 47.4277849853]], ""type"": ""LineString""}";71354;PVC;20230901000000;GRAVITAIRE;72.04;71.67;ANGERS LOIRE METROPOLE;37.39;200;1882901
47.4283999473, -0.7021594499499999;"{""coordinates"": [[-0.702317326, 47.4281537701], [-0.7020015739, 47.4286461245]], ""type"": ""LineString""}";71355;PVC;20230901000000;GRAVITAIRE;71.12;70.52;ANGERS LOIRE METROPOLE;59.7;200;1882903
47.42855390835, -0.7016888068;"{""coordinates"": [[-0.7020015739, 47.4286461245], [-0.7013760397, 47.4284616922]], ""type"": ""LineString""}";71356;PVC;20230901000000;GRAVITAIRE;70.52;70.21;ANGERS LOIRE METROPOLE;51.45;200;1882905
47.428305470649995, -0.701315193;"{""coordinates"": [[-0.7013760397, 47.4284616922], [-0.7012543463, 47.4281492491]], ""type"": ""LineString""}";71357;PVC;20230901000000;GRAVITAIRE;70.21;70.02;ANGERS LOIRE METROPOLE;35.93;200;1882907
47.42785485535, -0.7025920158000001;"{""coordinates"": [[-0.7028293756, 47.4279247254], [-0.702354656, 47.4277849853]], ""type"": ""LineString""}";71359;PVC;20230901000000;GRAVITAIRE;72.17;71.67;ANGERS LOIRE METROPOLE;39.04;200;1882912
47.44430793225, -0.50211408655;"{""coordinates"": [[-0.5020954812, 47.4443035447], [-0.5021326919, 47.4443123198]], ""type"": ""LineString""}";60841;NC;20180901000000;REFOUL;0;0;PRIVEE;2.97;0;1350780
47.44435715943531, -0.5021740874706615;"{""coordinates"": [[-0.5021326919, 47.4443123198], [-0.5021453701, 47.4443194083], [-0.5022121266, 47.4444058913]], ""type"": ""LineString""}";60842;PP;20180901000000;GRAVITAIRE;0;0;NON PRIS GESTION;12.09;200;1350781
47.5323258084, -0.56910821055;"{""coordinates"": [[-0.569106688, 47.5323417025], [-0.5691097331, 47.5323099143]], ""type"": ""LineString""}";61543;PP;20190301000000;GRAVITAIRE;26.13;26.11;ANGERS LOIRE METROPOLE;3.54;200;1467281
47.529977904201964, -0.5685420013284973;"{""coordinates"": [[-0.5686096664, 47.5301325968], [-0.5685776122, 47.5300573221], [-0.56852641, 47.5299424805], [-0.5684897837, 47.5298605038], [-0.5684733438, 47.5298236445]], ""type"": ""LineString""}";61550;PVC;20190301000000;GRAVITAIRE;20.66;19.92;ANGERS LOIRE METROPOLE;35.85;200;1467295
47.5295416791, -0.56835824885;"{""coordinates"": [[-0.5683605517, 47.5295699708], [-0.568355946, 47.5295133874]], ""type"": ""LineString""}";61552;PVC;20190301000000;GRAVITAIRE;19.31;19.04;ANGERS LOIRE METROPOLE;6.3;200;1467299
47.47621911965, -0.5730821385;"{""coordinates"": [[-0.5730835262, 47.4762594607], [-0.5730807508, 47.4761787786]], ""type"": ""LineString""}";74843;Béton armé;19791101000000;GRAVITAIRE;35.58;35.51;ANGERS LOIRE METROPOLE;8.97;300;1926485
47.45324564895, -0.47833074325;"{""coordinates"": [[-0.4780225224, 47.4531607575], [-0.4786389641, 47.4533305404]], ""type"": ""LineString""}";68914;AC;19770101000000;GRAVITAIRE;20.13;19.88;ANGERS LOIRE METROPOLE;50.17;200;1863849
47.434721258850004, -0.5257441011999999;"{""coordinates"": [[-0.5257104962, 47.4347267878], [-0.5257777062, 47.4347157299]], ""type"": ""LineString""}";73438;PP;20240801000000;GRAVITAIRE;16.64;16.58;ANGERS LOIRE METROPOLE;5.22;400;1910971
47.488514536349996, -0.59744396625;"{""coordinates"": [[-0.5974612527, 47.4884716776], [-0.5974266798, 47.4885573951]], ""type"": ""LineString""}";68881;NC;19500101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;9.88;0;1863702
47.562168985750006, -0.42305026185;"{""coordinates"": [[-0.4231519781, 47.5621302778], [-0.4229485456, 47.5622076937]], ""type"": ""LineString""}";71261;PVC;20230401000000;GRAVITAIRE;17.68;17.58;ANGERS LOIRE METROPOLE;17.56;200;1882634
47.427521705000004, -0.61262533445;"{""coordinates"": [[-0.6127636064, 47.4274642478], [-0.6124870625, 47.4275791622]], ""type"": ""LineString""}";67786;PVC;20210901000000;GRAVITAIRE;34.02;33.28;NON PRIS GESTION;24.46;160;1769456
47.42790243465, -0.61224094015;"{""coordinates"": [[-0.6123738906, 47.4280301437], [-0.6121079897, 47.4277747256]], ""type"": ""LineString""}";67785;PVC;20210901000000;GRAVITAIRE;40.59;37.47;NON PRIS GESTION;34.77;160;1769454
47.4278687851, -0.61288990675;"{""coordinates"": [[-0.6126877968, 47.4279748406], [-0.6130920167, 47.4277627296]], ""type"": ""LineString""}";67788;PVC;20210901000000;GRAVITAIRE;39.64;37.23;NON PRIS GESTION;38.55;160;1769460
